Spearman	Kendall	MutualInformation
-0.36	-0.24	2.48
0.22	0.12	2.48
0.17	0.07	2.08
0.30	0.20	1.61
-0.10	0.00	1.61
0.50	0.33	1.10
0.60	0.33	1.39
0.22	0.13	2.40
-0.01	-0.03	2.48
-1.00	-1.00	0.69
0.90	0.80	1.61
-1.00	-1.00	0.69
0.18	0.13	3.33
0.60	0.33	1.39
-0.07	-0.07	2.30
-0.20	-0.20	1.61
-0.56	-0.35	2.40
0.29	0.24	1.95
0.10	0.00	1.61
0.14	0.07	1.79
0.14	0.07	1.79
0.20	0.20	1.61
0.16	0.13	3.33
0.26	0.21	2.08
0.29	0.21	2.56
1.00	1.00	1.10
-0.60	-0.40	1.61
-0.60	-0.33	1.79
-0.31	-0.20	1.79
1.00	1.00	1.10
0.08	-0.02	2.30
-0.09	-0.07	1.79
0.06	0.04	3.30
-0.29	-0.24	2.40
0.02	0.05	3.14
-0.32	-0.33	1.95
0.70	0.60	1.61
-0.20	0.00	1.39
-0.43	-0.20	1.79
1.00	1.00	0.69
-1.00	-1.00	1.10
0.33	0.21	2.08
0.01	-0.02	2.30
0.35	0.29	2.30
0.03	0.07	1.79
1.00	1.00	1.10
-0.26	-0.20	1.79
-0.50	-0.33	1.10
-0.50	-0.33	1.10
0.17	0.12	2.48
0.63	0.50	2.20
-0.50	-0.33	1.10
0.20	0.00	1.39
0.38	0.34	2.64
1.00	1.00	1.10
0.05	0.05	3.58
0.10	0.00	1.61
-0.20	-0.07	1.79
0.00	0.00	1.39
-0.04	-0.02	2.30
0.07	0.06	2.20
-0.29	-0.24	2.48
0.07	0.08	3.04
-0.10	-0.06	3.33
0.10	0.13	2.56
-0.36	-0.26	3.18
-0.60	-0.42	2.77
0.13	0.11	3.04
-0.31	-0.24	2.30
-0.17	-0.07	2.08
0.15	0.12	3.37
0.04	0.05	1.95
-0.23	-0.14	2.64
-0.13	-0.10	2.77
-0.11	-0.12	2.77
-0.14	-0.07	2.89
0.12	0.08	3.50
0.52	0.33	2.48
0.05	0.00	2.48
-0.41	-0.27	2.40
0.88	0.72	2.20
-0.02	-0.07	2.08
1.00	1.00	0.69
0.63	0.44	2.20
-1.00	-1.00	0.69
-0.10	-0.12	2.48
-0.26	-0.24	2.30
-0.21	-0.16	2.30
-0.57	-0.44	2.20
0.50	0.33	1.10
1.00	1.00	0.69
-0.02	-0.01	2.71
0.45	0.28	2.20
0.68	0.52	1.95
0.13	0.10	2.83
0.22	0.15	2.94
0.03	0.06	2.20
-0.26	-0.14	2.08
0.35	0.20	2.40
-0.40	-0.33	1.39
0.21	0.12	2.64
0.12	0.12	2.64
0.80	0.67	1.39
-0.24	-0.19	2.64
-0.50	-0.33	1.10
-0.26	-0.20	1.79
0.70	0.60	1.61
-0.43	-0.29	2.08
0.50	0.33	1.10
-1.00	-1.00	1.10
-1.00	-1.00	0.69
-0.30	-0.22	2.20
0.06	0.05	2.77
0.25	0.19	2.64
-0.19	0.00	2.08
-0.50	-0.20	1.61
0.20	0.00	1.39
-0.80	-0.67	1.39
0.20	0.20	1.61
-0.27	-0.23	2.64
-0.10	0.00	1.61
0.50	0.33	1.10
0.80	0.60	1.61
0.00	-0.05	1.95
0.25	0.16	2.83
-0.55	-0.29	2.08
0.42	0.33	2.30
-0.45	-0.28	2.83
-0.19	-0.21	2.08
-0.40	-0.33	1.39
-0.09	-0.16	2.30
-0.09	-0.07	2.30
0.40	0.33	1.39
-0.01	-0.03	2.89
-0.20	0.00	1.39
0.14	0.10	2.83
-0.32	-0.24	1.95
0.83	0.73	1.79
-0.29	-0.18	2.48
0.40	0.33	1.39
-0.09	-0.08	3.56
-0.45	-0.32	2.64
-0.20	-0.15	2.48
0.30	0.20	1.61
0.30	0.20	1.61
-0.27	-0.15	2.56
-0.22	-0.15	2.77
0.29	0.18	2.48
0.18	0.14	1.95
0.60	0.40	1.61
0.39	0.24	1.95
-0.50	-0.35	2.71
-0.14	-0.10	3.14
-0.01	-0.01	3.33
0.14	0.05	1.95
0.50	0.33	1.10
-0.80	-0.67	1.39
0.40	0.33	1.39
-0.09	-0.07	1.79
0.08	0.05	3.43
-0.40	-0.33	1.39
-0.05	-0.05	2.40
-0.80	-0.67	1.39
0.60	0.33	1.39
0.09	0.07	2.89
0.48	0.33	2.56
0.20	0.00	1.39
0.18	0.13	2.77
0.70	0.60	1.61
0.09	0.12	2.64
0.70	0.60	1.61
0.27	0.20	2.40
0.70	0.60	1.61
-0.47	-0.39	2.20
0.16	0.14	2.71
-0.40	-0.40	1.61
-0.25	-0.20	2.30
-0.74	-0.57	2.08
-0.28	-0.16	2.40
-0.01	-0.02	2.40
0.07	0.00	2.20
-0.41	-0.33	2.48
0.13	0.09	3.04
0.10	0.09	2.71
-0.25	-0.17	3.85
0.03	0.04	3.22
-0.25	-0.17	3.30
-0.53	-0.42	2.48
0.00	0.05	1.95
0.60	0.47	1.79
0.00	-0.01	3.47
0.02	0.01	3.04
-0.12	-0.13	2.56
-0.29	-0.21	2.08
0.54	0.33	1.79
0.04	0.02	3.22
-0.35	-0.23	2.94
-0.00	0.00	3.14
0.29	0.16	2.40
0.04	-0.02	2.30
-0.40	-0.27	3.40
-0.02	-0.00	3.09
0.43	0.33	2.20
-0.82	-0.62	1.95
-1.00	-1.00	1.10
0.13	0.00	2.20
0.02	-0.03	2.56
0.32	0.20	3.53
-0.01	-0.01	3.43
-0.07	-0.02	3.22
0.12	0.09	3.14
0.90	0.80	1.61
-0.20	-0.16	2.30
0.19	0.14	2.08
-0.70	-0.60	1.61
0.60	0.44	2.20
0.35	0.27	3.04
-0.27	-0.18	2.83
-0.66	-0.60	1.79
0.36	0.23	3.04
0.20	0.20	1.61
-0.27	-0.11	2.30
-0.40	-0.33	1.39
-0.50	-0.33	1.10
0.07	-0.03	2.56
0.23	0.20	2.71
0.22	0.14	2.64
-0.60	-0.44	2.20
0.26	0.19	3.43
0.61	0.44	2.56
-0.26	-0.21	2.08
-0.40	-0.33	1.39
-1.00	-1.00	0.69
-0.60	-0.43	2.08
0.05	0.01	3.26
-0.10	-0.07	2.30
-0.06	-0.13	2.40
0.12	0.09	2.83
0.29	0.17	3.22
-1.00	-1.00	0.69
0.00	0.00	1.39
0.26	0.20	1.79
-0.24	-0.14	2.08
-0.05	-0.01	2.71
-0.02	0.00	3.00
0.60	0.47	1.79
-0.20	-0.20	1.61
1.00	1.00	0.69
0.29	0.14	1.95
0.25	0.24	2.40
0.38	0.31	2.56
-0.11	-0.12	2.77
-0.09	-0.09	3.26
0.14	0.06	3.22
-0.33	-0.27	2.77
-0.26	-0.19	3.09
-0.21	-0.12	2.64
0.11	0.09	3.04
-0.60	-0.40	1.61
0.60	0.47	1.79
-0.10	0.00	1.61
0.58	0.50	2.20
0.30	0.21	2.56
0.57	0.43	1.95
-0.18	-0.20	2.40
-0.80	-0.67	1.39
0.40	0.33	1.39
-0.21	-0.15	2.56
-0.01	-0.02	3.26
-0.10	-0.14	2.08
-0.31	-0.20	1.79
-0.32	-0.22	2.71
0.11	0.09	2.94
-0.21	-0.33	1.95
0.33	0.29	2.08
0.36	0.28	2.77
0.04	0.04	3.37
0.02	0.02	3.18
0.03	0.05	3.30
-0.56	-0.38	2.64
-0.54	-0.43	1.95
0.94	0.87	1.79
-0.33	-0.21	2.08
0.18	0.12	2.94
-0.04	-0.05	1.95
-0.03	-0.02	2.40
0.10	0.00	1.61
0.20	0.20	1.61
-0.50	-0.33	2.20
-0.90	-0.80	1.61
-0.40	-0.33	1.39
0.03	0.03	3.00
1.00	1.00	0.69
-0.13	-0.05	2.71
-0.80	-0.67	1.39
1.00	1.00	1.39
-0.21	-0.21	2.08
-0.33	-0.24	2.40
1.00	1.00	0.69
0.36	0.21	2.08
-0.32	-0.24	2.40
-1.00	-1.00	0.69
0.60	0.43	2.08
0.30	0.21	3.14
-0.02	-0.03	2.94
-0.43	-0.43	1.95
-0.38	-0.32	2.64
-0.23	-0.12	2.77
0.94	0.87	1.79
0.80	0.67	1.39
1.00	1.00	0.69
-0.04	-0.01	3.64
0.15	0.09	3.43
0.03	0.04	3.00
-0.15	-0.10	2.71
-0.10	0.00	1.61
0.05	0.00	2.20
-0.24	-0.21	2.08
0.10	0.11	2.94
-0.29	-0.21	2.48
0.37	0.33	1.79
0.29	0.05	1.95
0.20	0.20	1.61
-0.20	-0.20	1.61
0.37	0.33	2.20
0.80	0.67	1.39
-1.00	-1.00	1.10
0.21	0.14	1.95
0.37	0.33	1.79
0.17	0.06	2.20
0.13	0.08	3.61
-0.01	0.01	2.71
-0.10	-0.14	2.08
-0.21	-0.15	3.18
0.11	-0.05	1.95
0.10	0.11	2.30
0.25	0.22	2.77
0.00	0.00	1.39
-0.46	-0.32	2.64
-0.50	-0.33	1.10
0.36	0.25	3.22
-0.07	-0.11	2.20
-0.10	-0.07	2.08
-0.36	-0.29	2.08
-0.42	-0.38	2.56
-0.26	-0.20	1.79
0.50	0.33	1.10
-0.28	-0.21	2.64
0.32	0.24	1.95
-0.90	-0.80	1.61
-0.54	-0.47	1.79
-0.20	-0.20	1.61
-0.31	-0.26	2.56
-0.38	-0.33	2.30
-0.33	-0.29	2.08
-0.57	-0.36	2.08
-0.37	-0.33	2.20
-0.49	-0.33	1.79
0.40	0.40	1.61
0.40	0.36	2.08
-0.01	-0.01	2.94
1.00	1.00	0.69
0.83	0.73	1.79
0.14	0.08	3.00
-0.00	0.00	3.22
0.05	0.05	2.40
0.55	0.39	2.20
0.14	0.07	2.08
-0.58	-0.42	2.40
0.49	0.33	2.56
-0.36	-0.24	2.48
-0.80	-0.67	1.39
0.05	0.04	3.64
-0.53	-0.38	2.77
0.25	0.14	2.71
-0.14	-0.05	1.95
-0.40	-0.33	1.39
0.12	0.00	2.20
-0.14	-0.13	2.40
0.18	0.13	2.94
0.08	0.05	2.56
0.50	0.43	2.08
-0.22	-0.15	2.48
0.24	0.20	2.40
0.10	0.07	2.08
-0.40	-0.33	1.39
-0.90	-0.80	1.61
-0.70	-0.60	1.61
0.23	0.15	2.89
-0.45	-0.22	2.20
-0.42	-0.28	2.56
0.16	0.10	2.77
0.46	0.32	3.09
-0.15	-0.07	2.77
-0.05	-0.07	2.08
-0.30	-0.22	2.20
0.31	0.20	1.79
-0.80	-0.67	1.39
-0.19	-0.13	3.18
-0.11	-0.10	2.94
-0.30	-0.20	1.61
-0.05	-0.07	2.08
0.25	0.16	2.40
-0.16	-0.18	2.48
-0.77	-0.56	2.20
-0.07	-0.05	1.95
0.71	0.52	2.48
0.30	0.20	1.61
-0.64	-0.50	2.08
0.20	0.00	1.39
-0.21	-0.10	2.83
-0.36	-0.24	1.95
-0.14	-0.10	3.64
0.36	0.24	1.95
-0.23	-0.22	2.20
0.50	0.40	1.61
0.23	0.18	2.56
-0.07	0.02	2.30
0.03	0.07	1.79
0.20	0.15	2.94
-0.25	-0.17	2.20
0.32	0.20	2.40
-0.43	-0.20	1.79
0.00	0.00	1.39
1.00	1.00	1.61
-0.76	-0.57	2.08
-0.18	-0.14	3.00
-0.40	-0.36	2.08
-1.00	-1.00	0.69
1.00	1.00	1.10
-0.31	-0.20	1.79
0.07	0.07	2.71
-0.60	-0.40	1.61
-0.08	-0.04	3.58
-0.28	-0.22	2.20
0.15	0.11	3.22
0.08	0.03	2.64
0.52	0.33	2.20
-0.07	-0.05	2.71
0.12	0.08	2.77
0.07	0.07	3.40
0.03	0.00	2.48
0.09	0.05	3.69
-0.10	-0.10	2.56
-0.15	-0.14	2.64
0.11	0.05	3.04
0.02	0.00	2.20
0.19	0.07	2.08
-0.30	-0.20	1.61
0.13	0.09	3.09
0.11	0.08	2.64
-0.43	-0.28	2.20
-0.39	-0.26	2.56
-0.59	-0.38	2.40
0.57	0.43	2.08
0.07	0.04	3.37
-0.02	0.00	2.08
-0.25	-0.16	2.30
0.42	0.39	2.20
-0.50	-0.33	1.10
-0.55	-0.43	2.08
0.27	0.19	3.30
-0.14	-0.02	2.30
-1.00	-1.00	1.10
0.35	0.17	2.20
-0.01	-0.02	2.40
-0.15	-0.10	3.66
-0.04	-0.03	3.14
0.08	0.07	2.30
0.17	0.15	2.48
0.17	0.12	3.22
-0.34	-0.30	2.71
-0.22	-0.17	2.20
-0.04	-0.05	3.00
-0.03	-0.01	3.71
-0.30	-0.21	2.56
-1.00	-1.00	0.69
0.10	0.00	1.61
-1.00	-1.00	0.69
-0.39	-0.24	1.95
0.50	0.33	1.10
-0.49	-0.33	1.79
-0.07	-0.07	2.08
0.21	0.14	1.95
-1.00	-1.00	0.69
-0.79	-0.64	2.08
-0.14	-0.09	2.40
0.43	0.33	2.20
0.20	0.16	2.40
-0.80	-0.67	1.39
-1.00	-1.00	1.39
0.31	0.27	2.48
0.50	0.33	1.10
-0.80	-0.67	1.39
1.00	1.00	0.69
0.23	0.17	3.14
-0.83	-0.73	1.79
-0.60	-0.33	1.39
0.00	0.01	3.00
0.07	0.07	2.08
-1.00	-1.00	1.10
0.90	0.80	1.61
0.50	0.33	1.10
0.09	0.07	1.79
-0.60	-0.33	2.20
0.32	0.24	1.95
0.09	0.07	1.79
-0.10	0.00	1.61
0.20	0.00	2.48
-0.08	-0.05	2.56
-0.07	-0.07	2.08
-0.49	-0.38	2.30
-0.08	-0.17	2.20
-0.70	-0.60	1.61
-1.00	-1.00	0.69
0.00	0.00	1.39
-0.45	-0.33	2.30
-0.90	-0.80	1.61
-0.20	0.00	1.39
-0.18	-0.14	1.95
1.00	1.00	0.69
-0.07	-0.05	3.26
-1.00	-1.00	1.10
-0.30	-0.20	1.61
1.00	1.00	1.10
-0.20	0.00	1.39
-0.70	-0.60	1.61
0.20	0.20	1.61
-1.00	-1.00	1.39
0.07	0.06	2.48
0.48	0.39	2.20
-0.02	-0.05	2.94
0.04	0.07	2.30
0.25	0.24	1.95
-0.23	-0.18	2.71
0.37	0.33	1.79
0.21	0.14	1.95
-0.80	-0.67	1.39
0.50	0.33	1.10
0.25	0.23	2.56
-0.20	0.00	1.39
-0.16	-0.11	2.30
0.00	0.00	1.61
-0.15	-0.07	2.30
-0.09	-0.07	1.79
0.03	0.03	3.09
-0.03	0.01	2.89
0.14	0.14	2.08
-0.15	-0.13	2.83
-0.80	-0.67	1.39
0.24	0.17	3.09
0.24	0.14	2.08
0.19	0.15	3.14
0.15	0.10	2.56
-0.12	-0.06	3.04
0.06	0.09	2.71
0.49	0.29	2.30
0.38	0.29	2.08
-0.80	-0.67	1.39
-0.29	-0.14	1.95
-0.23	-0.18	2.48
1.00	1.00	0.69
0.62	0.50	2.20
-1.00	-1.00	1.39
-0.26	-0.18	2.48
0.38	0.33	2.48
0.22	0.16	2.30
-0.18	-0.16	2.40
0.40	0.36	2.08
0.36	0.33	1.95
1.00	1.00	0.69
0.56	0.38	2.40
-0.05	-0.05	2.77
0.31	0.20	1.79
0.62	0.45	2.48
1.00	1.00	1.10
0.02	0.00	2.08
0.60	0.47	1.79
0.19	0.15	2.56
0.71	0.43	1.95
0.10	0.00	1.61
0.80	0.67	1.39
-0.14	-0.07	1.79
0.25	0.14	1.95
-0.01	-0.01	3.00
0.23	0.18	2.77
0.23	0.13	3.09
-0.37	-0.20	1.79
-0.23	-0.14	3.00
0.00	0.00	1.39
1.00	1.00	1.10
0.33	0.29	2.08
0.20	0.00	1.39
1.00	1.00	0.69
1.00	1.00	1.10
0.50	0.33	1.10
-0.60	-0.40	1.61
-0.49	-0.33	1.79
-0.20	-0.20	1.61
0.21	0.14	1.95
-0.05	0.02	2.30
0.18	0.15	2.48
-0.07	-0.14	2.08
-0.10	0.00	1.61
0.50	0.33	1.10
-0.54	-0.33	1.79
1.00	1.00	1.39
0.04	0.05	1.95
0.64	0.43	1.95
-0.01	0.03	2.83
-0.13	-0.10	2.56
-0.31	-0.29	2.08
-0.45	-0.35	2.40
0.07	0.11	2.20
-0.05	-0.03	2.89
-0.05	-0.08	2.94
-0.34	-0.25	2.83
-0.01	-0.02	3.43
0.05	0.04	3.78
0.10	0.06	2.20
0.21	0.14	2.89
0.40	0.33	1.39
-0.80	-0.67	1.39
-0.40	-0.33	1.39
-0.40	-0.33	1.39
0.48	0.36	2.08
-0.04	-0.05	2.77
0.50	0.33	1.10
0.21	0.11	3.09
-0.09	-0.02	2.94
-0.25	-0.24	1.95
-0.40	-0.33	1.39
0.42	0.17	2.20
1.00	1.00	0.69
-0.50	-0.40	1.61
0.18	0.14	1.95
1.00	1.00	0.69
-0.50	-0.33	1.10
0.20	0.00	1.39
1.00	1.00	1.10
0.13	0.09	2.40
1.00	1.00	0.69
1.00	1.00	0.69
0.06	0.03	2.89
-0.38	-0.29	2.08
0.50	0.33	1.10
0.50	0.33	1.10
-1.00	-1.00	0.69
-0.04	-0.05	2.40
0.69	0.58	2.48
0.80	0.67	1.39
-0.40	-0.33	1.39
-0.80	-0.67	1.39
1.00	1.00	0.69
1.00	1.00	0.69
0.70	0.60	1.61
0.19	0.14	3.00
0.77	0.60	1.79
-0.21	-0.21	2.56
0.40	0.28	2.56
0.40	0.40	1.61
-0.21	-0.18	2.71
0.30	0.20	1.61
-0.05	-0.02	2.40
0.40	0.33	1.39
-0.30	-0.17	2.20
0.15	0.12	2.94
-0.20	-0.20	1.61
-0.40	-0.40	1.61
0.80	0.67	1.39
-0.14	-0.14	1.95
0.52	0.36	2.08
0.47	0.33	2.20
-0.35	-0.31	2.40
-0.80	-0.67	1.39
0.14	0.14	1.95
0.10	0.10	2.56
0.80	0.67	1.39
-0.06	-0.03	2.48
-0.03	-0.03	2.71
-1.00	-1.00	0.69
0.46	0.33	1.95
1.00	1.00	1.10
-0.31	-0.12	2.48
0.02	0.00	2.83
0.04	0.01	2.71
0.05	0.02	2.94
0.37	0.33	1.79
-0.45	-0.36	2.08
-0.44	-0.27	2.40
0.32	0.24	2.30
0.14	0.10	2.71
0.30	0.20	1.61
-0.50	-0.40	1.61
0.14	0.08	2.77
-0.15	-0.10	2.71
1.00	1.00	1.10
0.11	0.09	2.94
0.12	0.11	3.09
0.13	0.08	3.58
-0.21	-0.14	2.71
-0.21	-0.14	1.95
-0.50	-0.33	1.10
0.09	0.07	2.30
-0.46	-0.33	1.95
-0.07	-0.03	2.48
-0.37	-0.24	2.89
0.04	-0.00	3.09
0.54	0.42	2.30
-0.15	-0.10	3.09
-0.48	-0.29	2.08
0.32	0.22	2.20
0.20	0.20	1.61
0.09	0.09	2.40
-0.94	-0.87	1.79
0.03	0.00	2.20
0.08	0.03	2.48
0.50	0.33	1.10
0.21	0.14	2.08
0.43	0.20	1.79
0.29	0.24	1.95
-0.09	-0.07	2.71
0.09	0.20	1.79
1.00	1.00	1.10
0.12	0.10	2.83
-0.14	-0.05	1.95
0.13	0.17	2.20
-0.40	-0.36	2.08
0.40	0.24	2.48
-0.03	-0.06	2.48
0.25	0.14	1.95
-0.26	-0.20	1.79
0.50	0.33	1.10
1.00	1.00	0.69
0.00	0.00	1.61
-0.03	-0.07	1.79
-0.16	-0.11	2.30
-0.43	-0.32	2.77
-0.18	-0.14	2.71
0.27	0.16	2.64
0.31	0.20	2.30
0.01	-0.02	2.30
0.02	0.01	2.71
0.50	0.33	1.10
0.52	0.38	2.30
0.40	0.33	1.39
-0.47	-0.33	2.30
0.64	0.43	1.95
-0.53	-0.28	2.20
-0.30	-0.24	2.40
0.09	0.07	3.43
0.00	0.20	1.61
-0.23	-0.16	2.64
0.13	0.11	2.20
0.29	0.22	2.83
0.20	0.16	2.71
0.30	0.20	1.61
0.07	0.03	2.89
-0.10	-0.08	3.04
0.08	0.02	2.30
-0.12	-0.06	2.20
0.16	0.13	3.26
0.08	0.05	2.40
-0.37	-0.25	3.42
-0.11	-0.13	2.94
0.02	-0.00	3.26
0.18	0.18	2.48
0.20	0.20	1.79
0.22	0.16	2.30
0.40	0.33	1.39
1.00	1.00	0.69
-0.13	-0.08	2.89
-0.16	-0.10	2.83
0.09	0.07	1.79
-0.67	-0.51	2.30
0.50	0.33	1.10
-0.23	-0.19	2.64
-0.67	-0.50	2.08
0.00	0.00	2.56
0.60	0.47	1.79
0.10	0.00	1.61
0.08	0.04	3.33
0.17	0.16	3.58
0.20	0.00	1.39
-0.29	-0.18	2.71
-0.02	-0.05	2.64
0.09	0.05	3.53
-0.07	-0.05	3.58
0.53	0.33	2.20
0.00	0.20	1.61
0.01	0.00	2.56
-0.00	0.05	3.04
-0.02	0.01	2.71
0.31	0.21	2.83
0.37	0.33	2.30
-0.12	-0.12	2.64
0.36	0.24	1.95
0.30	0.20	1.61
0.50	0.33	1.10
0.13	0.10	3.09
-0.45	-0.38	2.30
-0.92	-0.78	2.30
-0.30	-0.21	2.56
-0.50	-0.33	1.10
0.22	0.17	2.20
0.46	0.29	2.83
0.50	0.33	1.10
-1.00	-1.00	0.69
0.15	0.06	2.94
0.11	0.06	3.04
0.20	0.20	2.40
0.07	0.05	1.95
0.80	0.67	1.39
-0.29	-0.24	1.95
0.12	0.14	2.08
-0.10	0.00	1.61
0.20	0.20	1.61
-0.09	-0.02	2.40
-0.30	-0.20	1.61
0.07	0.04	3.64
-0.09	-0.08	2.64
0.60	0.47	1.79
0.41	0.28	2.89
-0.43	-0.33	1.79
-0.02	0.00	2.08
-0.50	-0.33	1.10
0.04	0.00	2.48
-0.24	-0.18	2.48
-0.26	-0.20	1.79
0.11	0.08	3.04
0.00	0.00	1.39
0.20	0.20	1.61
0.32	0.25	3.14
-0.77	-0.60	1.79
0.50	0.33	1.10
-0.20	-0.14	2.89
0.40	0.40	1.61
0.03	0.07	1.79
1.00	1.00	1.39
0.55	0.38	2.30
-0.02	-0.07	2.08
0.00	0.20	1.61
nan	nan	0.00
0.29	0.14	1.95
0.09	0.07	1.79
0.40	0.33	1.39
-0.21	-0.14	1.95
-0.19	-0.15	3.22
-0.71	-0.60	1.79
0.64	0.43	1.95
0.40	0.33	1.39
0.17	0.09	2.40
-0.14	-0.07	1.79
-0.27	-0.17	2.20
-0.17	-0.14	2.08
-0.39	-0.32	2.77
-0.36	-0.25	2.94
-0.08	-0.05	2.77
0.11	0.04	3.09
0.59	0.38	2.30
-0.90	-0.80	1.61
-0.20	-0.20	1.61
-0.27	-0.21	3.00
1.00	1.00	0.69
1.00	1.00	0.69
-0.02	0.06	2.20
0.48	0.36	2.08
0.25	0.17	2.20
-0.33	-0.28	2.20
-0.20	0.00	1.39
0.60	0.33	1.39
0.09	0.07	2.30
-0.46	-0.43	1.95
0.29	0.21	2.64
-1.00	-1.00	1.39
0.07	-0.05	2.64
0.60	0.33	1.39
-0.60	-0.40	1.61
0.02	0.02	2.30
0.20	0.14	3.22
-0.16	-0.20	2.40
-0.01	0.00	2.83
0.60	0.40	1.61
-0.40	-0.33	1.39
1.00	1.00	1.10
-0.22	-0.18	2.48
-1.00	-1.00	1.10
0.25	0.17	2.20
-0.43	-0.33	2.20
0.40	0.28	2.20
0.18	0.16	2.30
-0.07	-0.06	2.20
0.50	0.33	1.10
0.01	0.05	2.56
-0.70	-0.60	1.61
1.00	1.00	0.69
0.17	0.11	2.20
0.80	0.67	1.39
0.19	0.16	2.94
0.30	0.17	2.20
-0.27	-0.21	2.83
-0.28	-0.19	3.14
0.71	0.47	1.79
0.06	0.05	2.77
0.12	0.06	2.48
0.45	0.32	2.94
-0.29	-0.21	2.08
0.02	-0.03	2.48
-0.40	-0.33	1.39
0.51	0.28	2.56
0.12	0.06	2.20
-0.19	-0.14	3.04
-0.02	0.00	2.20
1.00	1.00	0.69
-0.41	-0.29	3.04
0.50	0.42	2.30
0.60	0.47	1.79
-0.17	-0.15	2.56
-0.37	-0.24	2.30
0.30	0.20	1.61
0.11	0.05	1.95
-0.49	-0.33	1.79
-0.09	-0.06	3.00
-0.20	-0.20	1.61
-0.60	-0.40	1.61
-0.06	-0.01	2.89
