Spearman	Kendall	MutualInformation
0.60	0.33	1.39
0.75	0.55	3.26
0.43	0.27	2.89
0.60	0.47	1.79
0.71	0.54	2.64
0.74	0.53	2.77
0.02	0.00	2.20
0.68	0.50	2.77
0.77	0.56	2.89
0.66	0.48	2.77
0.66	0.47	2.71
0.73	0.56	2.56
0.69	0.53	3.22
0.40	0.29	2.08
0.49	0.33	3.18
0.67	0.46	3.43
0.70	0.60	1.61
0.35	0.24	2.30
0.66	0.47	1.79
0.75	0.56	3.22
0.68	0.55	2.48
0.80	0.64	2.48
0.20	0.00	1.39
0.75	0.56	2.30
0.57	0.50	2.20
0.74	0.56	2.89
0.82	0.62	3.18
0.73	0.53	3.14
0.80	0.60	1.61
0.45	0.32	2.83
0.80	0.57	3.09
0.73	0.51	2.56
0.66	0.48	3.47
0.69	0.50	3.50
0.82	0.61	2.20
0.50	0.33	1.10
0.20	0.00	1.39
0.59	0.42	3.26
0.62	0.47	2.71
0.81	0.60	2.71
0.75	0.56	2.64
0.89	0.70	3.04
0.58	0.42	3.18
0.80	0.63	3.18
0.73	0.61	2.20
0.63	0.44	2.20
0.85	0.67	3.18
0.93	0.81	1.95
0.50	0.36	3.00
0.77	0.57	3.30
0.75	0.53	3.14
0.35	0.28	2.56
0.60	0.50	2.20
1.00	1.00	1.39
0.80	0.60	3.56
0.61	0.42	2.48
0.62	0.45	3.71
0.88	0.69	3.00
0.77	0.59	2.56
0.37	0.07	1.79
0.82	0.63	3.04
1.00	1.00	0.69
0.80	0.67	1.39
0.90	0.74	2.56
0.80	0.62	3.22
0.70	0.53	3.18
0.60	0.42	2.40
0.85	0.69	3.26
0.85	0.61	2.89
1.00	1.00	1.10
0.62	0.43	2.77
0.83	0.64	2.08
0.68	0.50	2.20
0.52	0.38	3.40
0.50	0.33	1.10
0.14	0.07	1.79
0.84	0.64	2.71
0.38	0.23	2.89
0.63	0.42	2.40
0.78	0.58	3.33
0.76	0.60	2.30
-1.00	-1.00	0.69
0.78	0.60	2.40
0.56	0.43	2.64
0.55	0.38	2.64
0.42	0.28	3.43
0.74	0.56	3.18
0.55	0.42	3.56
0.40	0.40	1.61
0.77	0.55	3.64
1.00	1.00	1.39
0.70	0.60	1.61
0.79	0.60	3.14
0.71	0.47	2.30
0.80	0.67	1.39
0.10	0.00	1.61
0.82	0.64	3.04
1.00	1.00	1.39
0.77	0.61	2.89
0.75	0.57	3.09
0.81	0.64	2.08
0.88	0.71	2.08
0.90	0.83	2.20
0.72	0.52	3.22
0.49	0.39	2.89
0.80	0.60	2.83
0.50	0.33	1.10
0.62	0.43	2.71
0.88	0.69	3.00
0.52	0.35	2.71
0.92	0.78	2.94
0.46	0.37	2.71
0.67	0.51	3.22
0.50	0.33	1.10
0.50	0.33	1.10
0.48	0.33	2.77
0.75	0.62	1.95
-0.06	-0.01	2.83
0.90	0.74	2.56
0.74	0.50	2.71
0.68	0.56	2.20
1.00	1.00	1.10
1.00	1.00	0.69
0.64	0.43	2.64
0.50	0.33	1.10
0.64	0.49	3.00
-0.18	-0.14	1.95
0.49	0.33	1.79
0.35	0.24	3.33
0.78	0.57	3.14
1.00	1.00	1.61
0.81	0.67	2.56
0.66	0.49	2.64
1.00	1.00	1.10
0.37	0.22	3.26
0.40	0.33	1.39
0.75	0.55	3.04
0.80	0.58	2.89
0.86	0.70	2.71
0.63	0.43	2.64
0.50	0.33	1.10
0.83	0.61	2.48
1.00	1.00	0.69
0.74	0.57	2.83
0.85	0.67	2.40
1.00	1.00	1.10
0.42	0.27	3.30
0.55	0.38	3.22
0.81	0.65	2.64
0.65	0.50	2.77
0.64	0.47	2.71
0.69	0.50	2.77
0.68	0.60	2.30
1.00	1.00	1.61
0.80	0.60	2.64
0.53	0.35	2.40
0.83	0.71	2.08
0.87	0.68	3.00
0.74	0.54	3.18
1.00	1.00	0.69
0.61	0.39	2.48
0.83	0.70	2.48
0.24	0.23	2.64
0.67	0.51	3.09
0.48	0.33	2.56
0.65	0.45	3.00
0.61	0.47	3.14
0.49	0.36	2.89
0.70	0.51	3.56
0.74	0.50	2.08
1.00	1.00	1.61
0.73	0.53	3.47
0.58	0.40	2.89
1.00	1.00	0.69
0.51	0.35	3.22
0.88	0.71	2.89
0.53	0.47	2.30
0.86	0.71	2.08
0.60	0.47	2.71
0.56	0.41	3.18
0.82	0.71	1.95
0.78	0.62	2.71
0.75	0.54	3.30
0.79	0.59	3.14
0.75	0.55	3.61
0.86	0.70	3.22
0.85	0.66	3.50
0.54	0.38	2.30
0.32	0.21	3.09
0.75	0.56	2.40
0.86	0.64	2.40
0.58	0.41	3.58
0.72	0.56	2.40
0.78	0.57	3.87
0.70	0.49	2.94
0.70	0.45	2.40
0.89	0.70	3.14
0.75	0.53	3.22
0.60	0.43	2.77
0.65	0.47	2.30
0.69	0.50	3.47
0.71	0.54	2.71
0.68	0.53	2.83
0.76	0.55	3.97
0.85	0.67	2.48
0.55	0.44	2.20
0.87	0.69	3.43
0.89	0.72	2.94
0.78	0.62	3.30
0.88	0.71	2.64
0.74	0.64	2.08
0.50	0.38	2.40
0.66	0.50	2.71
0.71	0.50	3.43
0.52	0.36	2.08
0.86	0.66	2.83
0.86	0.71	3.22
0.84	0.65	2.77
0.83	0.71	2.08
0.28	0.22	3.14
0.91	0.77	3.00
0.86	0.65	3.30
0.69	0.52	2.89
0.75	0.59	3.26
0.83	0.64	2.08
0.82	0.61	2.20
0.71	0.52	2.64
0.87	0.68	3.37
0.86	0.72	2.56
0.89	0.74	2.64
0.79	0.61	3.00
0.55	0.40	3.33
0.61	0.33	1.95
0.68	0.49	2.94
0.56	0.37	3.58
0.51	0.35	3.78
0.79	0.61	3.33
0.85	0.67	2.48
0.77	0.57	3.87
0.71	0.57	2.08
0.76	0.55	3.76
0.81	0.70	2.48
0.60	0.47	1.79
0.76	0.56	4.01
0.95	0.85	2.40
0.70	0.60	1.61
0.69	0.49	2.64
0.75	0.52	3.09
0.67	0.51	3.18
0.61	0.46	2.83
0.64	0.45	3.00
0.54	0.44	2.83
0.72	0.56	2.40
0.78	0.57	2.77
-0.03	0.07	1.79
0.60	0.45	3.30
0.75	0.56	2.20
0.60	0.50	2.20
0.56	0.37	2.89
0.91	0.77	2.77
0.77	0.60	1.79
0.64	0.47	2.30
0.68	0.48	2.89
0.40	0.28	2.89
0.27	0.15	2.48
0.77	0.52	2.71
0.65	0.50	2.20
0.45	0.31	3.00
0.59	0.35	2.71
0.47	0.21	2.64
0.82	0.66	3.33
0.71	0.50	2.89
0.63	0.46	3.26
0.77	0.63	2.64
0.68	0.49	2.56
0.75	0.54	2.64
0.78	0.57	3.14
0.89	0.71	1.95
0.85	0.67	2.40
0.81	0.64	2.71
0.71	0.50	2.89
0.95	0.86	2.08
0.76	0.54	3.04
0.83	0.67	2.77
0.60	0.42	2.89
0.69	0.42	2.48
0.83	0.71	2.08
0.77	0.60	1.79
0.52	0.30	2.71
0.77	0.56	2.20
0.68	0.49	3.76
0.55	0.40	2.83
0.91	0.79	2.71
0.58	0.40	3.26
0.39	0.25	2.64
0.68	0.50	3.33
0.39	0.28	3.53
0.83	0.64	3.40
0.50	0.32	3.14
0.69	0.51	3.04
0.51	0.35	2.77
0.69	0.51	3.14
0.35	0.23	3.14
0.70	0.47	3.37
0.67	0.51	3.04
0.72	0.54	2.64
0.88	0.71	3.04
0.83	0.64	3.30
0.63	0.45	2.48
0.76	0.57	3.33
0.84	0.68	2.94
0.69	0.50	3.69
0.77	0.54	2.89
0.54	0.40	3.47
0.82	0.61	3.66
0.80	0.60	3.40
0.78	0.61	2.94
0.81	0.60	3.69
0.69	0.45	2.64
0.84	0.65	2.77
0.71	0.52	3.99
0.60	0.40	3.26
0.78	0.57	3.18
0.84	0.65	3.09
0.72	0.55	2.77
0.72	0.49	2.40
0.76	0.56	3.43
0.66	0.56	2.94
0.76	0.60	2.83
0.72	0.48	2.89
0.79	0.62	1.95
0.39	0.25	3.56
0.82	0.62	2.56
0.32	0.20	2.71
0.62	0.47	3.47
0.59	0.44	3.50
0.71	0.51	2.30
0.68	0.54	2.94
0.36	0.24	3.37
0.94	0.87	1.79
0.53	0.36	3.14
0.68	0.42	2.30
0.70	0.60	1.61
0.81	0.67	2.56
0.80	0.64	2.40
0.66	0.52	2.64
0.67	0.44	3.33
0.73	0.50	2.71
0.87	0.78	2.30
0.79	0.63	3.00
0.74	0.54	2.56
0.55	0.33	2.48
0.43	0.33	1.79
0.49	0.35	3.87
0.74	0.51	3.00
0.72	0.54	3.64
0.62	0.47	2.94
0.75	0.56	2.83
0.83	0.67	2.56
0.67	0.47	3.09
0.86	0.66	2.83
0.82	0.59	3.22
0.70	0.50	2.71
0.67	0.43	2.83
0.87	0.78	2.20
0.73	0.52	2.77
0.78	0.58	2.77
0.63	0.47	3.43
0.85	0.69	3.22
0.86	0.66	2.89
0.79	0.61	2.89
0.87	0.74	2.56
0.76	0.58	2.77
0.66	0.50	3.09
0.75	0.56	3.30
0.75	0.59	3.30
0.68	0.52	2.64
0.46	0.31	3.47
0.65	0.39	2.20
0.76	0.60	3.00
0.35	0.21	2.56
0.83	0.68	3.58
0.72	0.53	3.00
0.68	0.49	3.87
0.49	0.38	2.40
0.94	0.87	1.79
0.68	0.50	3.33
0.65	0.45	3.18
0.79	0.57	3.09
0.48	0.41	2.89
0.84	0.62	2.56
0.63	0.41	3.22
0.74	0.56	2.64
0.83	0.73	1.79
0.89	0.73	1.79
0.83	0.63	3.22
0.77	0.54	3.22
0.78	0.58	2.64
0.59	0.42	3.30
0.76	0.60	2.30
0.77	0.55	3.00
0.57	0.36	2.08
0.68	0.47	2.71
0.66	0.47	2.30
0.71	0.46	2.56
0.67	0.45	2.71
0.56	0.40	3.00
0.77	0.55	2.48
0.65	0.50	2.83
0.53	0.34	3.00
0.80	0.60	3.28
0.86	0.64	2.56
0.83	0.73	2.48
0.69	0.53	3.50
0.85	0.65	2.89
0.78	0.58	3.50
0.74	0.55	2.48
0.68	0.52	3.33
0.77	0.56	3.76
0.66	0.53	3.22
0.70	0.51	3.26
0.69	0.53	3.09
0.50	0.36	3.50
0.71	0.52	3.40
0.52	0.42	2.48
0.40	0.28	2.56
0.78	0.55	2.48
0.58	0.40	2.83
0.74	0.60	2.40
0.89	0.73	1.79
0.66	0.47	3.00
0.86	0.67	3.50
0.31	0.21	2.64
0.80	0.67	2.56
0.49	0.35	3.43
0.56	0.43	3.26
0.37	0.24	2.71
0.82	0.67	2.20
0.46	0.30	3.04
0.64	0.47	3.22
0.73	0.59	2.83
0.68	0.53	2.83
0.60	0.43	3.30
0.75	0.56	2.64
0.67	0.51	2.30
0.78	0.66	2.71
0.76	0.60	2.64
0.77	0.60	1.79
0.58	0.39	2.20
0.79	0.61	3.09
0.42	0.39	2.20
0.54	0.38	2.56
0.98	0.94	2.20
0.80	0.62	2.83
0.85	0.67	2.48
0.83	0.68	2.83
0.58	0.50	2.20
-1.00	-1.00	0.69
0.84	0.67	3.09
0.25	0.22	2.20
0.25	0.22	2.71
1.00	1.00	1.10
0.19	0.07	2.08
0.89	0.73	2.48
0.57	0.43	1.95
0.82	0.63	3.14
1.00	1.00	0.69
0.84	0.64	3.00
0.72	0.50	3.04
0.71	0.57	2.08
0.73	0.54	3.18
0.79	0.71	1.95
0.88	0.69	2.89
0.80	0.58	3.09
0.64	0.49	3.09
0.84	0.69	2.56
0.73	0.51	3.22
0.78	0.57	2.89
0.44	0.34	2.83
0.51	0.38	2.83
0.48	0.33	2.48
0.90	0.80	1.61
0.53	0.39	2.48
0.91	0.76	2.48
0.71	0.52	3.47
1.00	1.00	1.10
0.63	0.43	3.00
0.86	0.67	2.56
0.75	0.57	2.83
0.49	0.35	2.77
0.54	0.43	1.95
0.81	0.60	2.71
-0.90	-0.80	1.61
0.43	0.31	2.40
0.74	0.58	2.48
1.00	1.00	1.10
0.58	0.42	2.77
0.85	0.66	3.33
-0.43	-0.33	1.95
0.33	0.22	2.89
0.66	0.39	2.48
0.79	0.62	3.00
0.56	0.38	2.40
0.88	0.73	2.30
0.89	0.75	3.04
0.78	0.58	2.48
0.67	0.49	2.64
0.78	0.64	2.30
0.78	0.58	2.94
0.84	0.66	2.83
0.40	0.33	2.20
0.65	0.50	2.71
0.23	0.16	2.64
0.67	0.45	3.30
0.77	0.56	2.71
0.67	0.46	3.00
0.54	0.42	2.30
0.80	0.60	3.00
0.68	0.50	2.20
0.79	0.62	2.56
0.78	0.61	3.14
0.83	0.67	2.20
0.68	0.47	3.22
0.59	0.45	2.64
0.67	0.55	2.48
0.65	0.48	3.22
0.55	0.35	3.14
0.82	0.62	3.00
0.71	0.46	3.09
0.50	0.40	1.61
0.73	0.54	3.37
0.72	0.61	2.48
0.43	0.33	1.95
0.74	0.56	2.64
0.51	0.31	2.56
0.75	0.57	3.09
0.65	0.45	2.40
0.66	0.49	3.30
0.78	0.60	2.64
0.68	0.46	3.04
0.81	0.62	2.89
0.83	0.73	1.79
0.59	0.31	2.40
0.70	0.49	3.76
0.42	0.30	2.71
0.74	0.53	3.43
0.68	0.51	3.40
0.80	0.60	3.40
0.94	0.82	2.30
0.76	0.58	3.09
0.52	0.38	3.43
0.69	0.49	3.37
0.75	0.58	3.37
0.60	0.47	1.79
0.49	0.33	1.79
0.72	0.52	3.18
0.69	0.55	2.48
0.73	0.58	3.04
0.73	0.51	3.04
0.64	0.46	2.89
0.81	0.58	2.64
0.66	0.46	2.56
0.55	0.35	2.40
0.79	0.69	2.30
0.78	0.57	3.18
0.73	0.52	2.71
0.66	0.50	3.18
0.71	0.52	2.64
0.71	0.54	2.89
0.68	0.51	2.30
0.84	0.68	2.83
0.69	0.51	3.22
0.84	0.68	2.83
0.33	0.21	2.64
0.39	0.24	2.83
0.74	0.52	2.71
0.75	0.57	2.83
0.56	0.42	3.14
0.79	0.57	3.22
0.58	0.38	3.14
0.85	0.72	2.56
-0.50	-0.33	1.10
0.54	0.42	2.40
0.65	0.42	2.30
0.85	0.68	3.43
0.68	0.49	3.50
0.84	0.64	3.14
0.58	0.40	3.33
0.83	0.73	1.79
0.78	0.60	2.71
0.86	0.71	2.08
0.22	0.15	2.77
0.52	0.35	3.22
0.66	0.46	3.40
0.60	0.45	2.89
0.44	0.26	3.43
0.75	0.55	3.30
0.75	0.58	2.64
0.78	0.58	3.00
0.77	0.60	3.09
0.71	0.55	3.22
0.56	0.43	2.71
0.57	0.44	2.89
0.64	0.44	2.89
0.71	0.53	2.77
0.79	0.63	3.00
0.42	0.29	2.83
0.65	0.50	3.14
0.69	0.45	2.48
0.75	0.54	3.30
0.76	0.56	2.56
0.73	0.59	2.89
0.69	0.45	2.48
0.18	0.11	2.20
0.77	0.56	3.64
0.55	0.38	2.83
0.81	0.64	3.64
1.00	1.00	0.69
0.67	0.51	2.56
0.68	0.51	3.00
0.75	0.63	2.83
0.77	0.60	3.43
0.70	0.50	2.83
0.78	0.64	2.48
0.46	0.28	2.56
0.86	0.65	2.77
0.75	0.57	3.14
0.48	0.33	2.20
0.81	0.62	3.30
0.68	0.51	3.26
0.80	0.60	2.77
0.51	0.37	2.71
0.58	0.42	3.14
0.84	0.67	2.64
0.54	0.43	1.95
0.58	0.42	2.48
0.58	0.39	2.20
0.40	0.40	1.61
0.76	0.53	2.40
0.41	0.24	2.94
0.69	0.52	3.33
0.88	0.72	2.94
0.86	0.67	3.37
0.46	0.33	3.91
0.40	0.33	1.39
0.89	0.73	2.71
0.72	0.54	3.18
0.68	0.51	2.30
0.40	0.33	1.39
0.79	0.68	2.71
0.68	0.51	2.56
0.60	0.49	2.56
0.61	0.45	3.43
0.81	0.62	3.30
0.62	0.44	2.94
0.71	0.53	2.77
0.59	0.41	2.56
0.64	0.49	2.83
0.72	0.56	2.30
0.42	0.26	3.00
0.85	0.67	3.14
0.56	0.42	2.77
0.48	0.33	2.77
0.63	0.46	3.00
0.60	0.40	1.61
0.56	0.34	3.53
0.54	0.39	3.43
0.62	0.45	2.40
0.89	0.72	3.37
0.66	0.54	2.89
0.60	0.40	1.61
0.68	0.54	2.83
0.42	0.31	2.94
0.77	0.60	1.79
-0.40	-0.40	1.61
0.61	0.40	2.94
0.77	0.60	2.30
0.73	0.53	2.94
0.90	0.79	2.08
0.68	0.49	2.56
0.68	0.50	2.83
1.00	1.00	1.10
0.20	0.16	2.30
0.72	0.53	2.40
0.79	0.63	2.77
0.71	0.54	3.81
0.82	0.69	2.56
0.71	0.52	1.95
0.76	0.57	2.77
0.81	0.63	3.37
0.60	0.43	2.83
0.69	0.50	2.71
0.50	0.35	2.71
0.60	0.40	2.83
0.44	0.31	2.40
0.44	0.30	2.77
0.50	0.37	2.71
0.75	0.59	2.83
0.71	0.57	2.08
1.00	1.00	1.95
