Spearman	Kendall	MutualInformation
0.64	0.46	3.30
0.59	0.45	2.77
0.57	0.34	3.26
0.42	0.24	2.71
0.78	0.57	3.22
0.58	0.49	2.56
nan	nan	0.00
0.68	0.52	1.95
0.54	0.39	2.71
0.30	0.20	1.61
0.80	0.60	3.22
0.61	0.42	2.89
0.63	0.52	3.00
0.45	0.27	2.64
0.80	0.67	1.39
0.56	0.40	3.04
0.81	0.63	2.94
0.33	0.21	2.48
0.81	0.62	3.18
0.67	0.52	2.64
0.84	0.67	2.89
0.50	0.33	1.10
0.75	0.58	3.00
0.78	0.63	2.64
0.80	0.64	2.48
0.82	0.65	2.94
0.64	0.43	1.95
0.78	0.56	3.30
0.63	0.42	2.40
0.67	0.53	2.89
0.69	0.57	2.08
0.86	0.73	2.77
0.66	0.50	2.77
0.91	0.74	2.83
0.80	0.67	1.39
0.70	0.49	3.26
0.61	0.44	2.89
0.54	0.47	1.79
0.74	0.54	2.64
0.68	0.50	2.77
-0.20	-0.17	2.20
0.53	0.40	2.77
0.72	0.53	2.89
0.66	0.50	2.77
0.61	0.45	2.71
0.75	0.54	2.56
0.74	0.57	3.22
0.55	0.36	2.08
0.33	0.19	3.18
0.74	0.54	3.43
0.70	0.60	1.61
0.50	0.33	2.30
0.77	0.60	1.79
0.81	0.63	3.22
0.59	0.45	2.48
0.84	0.67	2.48
0.80	0.67	1.39
0.56	0.38	2.30
0.53	0.39	2.20
0.75	0.56	2.89
0.84	0.65	3.18
0.68	0.46	3.14
0.50	0.40	1.61
0.26	0.16	2.83
0.86	0.68	3.09
0.74	0.51	2.56
0.62	0.43	3.47
0.58	0.40	3.50
0.65	0.50	2.20
0.50	0.33	1.10
0.40	0.33	1.39
0.65	0.47	3.26
0.71	0.54	2.71
0.79	0.58	2.71
0.64	0.47	2.64
0.87	0.69	3.04
0.63	0.44	3.18
0.72	0.55	3.18
0.82	0.67	2.20
0.32	0.22	2.20
0.66	0.49	3.18
0.75	0.62	1.95
0.34	0.21	3.00
0.65	0.46	3.30
0.60	0.42	3.14
0.36	0.28	2.56
0.58	0.44	2.20
1.00	1.00	1.39
0.72	0.51	3.56
0.41	0.27	2.48
0.59	0.41	3.71
0.84	0.67	3.00
0.81	0.67	2.56
0.43	0.20	1.79
0.78	0.60	3.04
1.00	1.00	0.69
1.00	1.00	1.39
0.88	0.69	2.56
0.79	0.60	3.22
0.63	0.46	3.18
0.49	0.35	2.40
0.71	0.52	3.26
0.82	0.59	2.89
1.00	1.00	1.10
0.66	0.47	2.77
0.55	0.36	2.08
0.65	0.44	2.20
0.62	0.45	3.40
1.00	1.00	1.10
-0.09	-0.07	1.79
0.76	0.56	2.71
0.26	0.15	2.89
0.60	0.35	2.40
0.78	0.57	3.33
0.71	0.56	2.30
-1.00	-1.00	0.69
0.78	0.60	2.40
0.67	0.49	2.64
0.69	0.43	2.64
0.42	0.26	3.43
0.70	0.54	3.18
0.57	0.45	3.56
-0.30	-0.20	1.61
0.69	0.46	3.64
0.80	0.67	1.39
0.70	0.60	1.61
0.77	0.57	3.14
0.70	0.47	2.30
0.80	0.67	1.39
0.20	0.20	1.61
0.86	0.68	3.04
1.00	1.00	1.39
0.90	0.73	2.89
0.76	0.56	3.09
0.74	0.64	2.08
0.57	0.43	2.08
0.87	0.72	2.20
0.73	0.55	3.22
0.51	0.39	2.89
0.80	0.63	2.83
0.50	0.33	1.10
0.53	0.33	2.71
0.80	0.61	3.00
0.54	0.37	2.71
0.90	0.75	2.94
0.58	0.47	2.71
0.70	0.53	3.22
0.50	0.33	1.10
0.50	0.33	1.10
0.48	0.30	2.77
0.93	0.81	1.95
-0.11	-0.10	2.83
0.91	0.77	2.56
0.65	0.41	2.71
0.53	0.44	2.20
1.00	1.00	1.10
1.00	1.00	0.69
0.65	0.47	2.64
0.50	0.33	1.10
0.61	0.44	3.00
0.21	0.05	1.95
0.71	0.60	1.79
0.46	0.31	3.33
0.58	0.40	3.14
1.00	1.00	1.61
0.74	0.56	2.56
0.54	0.41	2.64
1.00	1.00	1.10
0.45	0.34	3.26
0.80	0.67	1.39
0.82	0.66	3.04
0.70	0.53	2.89
0.91	0.73	2.71
0.65	0.43	2.64
0.50	0.33	1.10
0.82	0.58	2.48
1.00	1.00	0.69
0.75	0.51	2.83
0.84	0.64	2.40
1.00	1.00	1.10
0.38	0.26	3.30
0.31	0.21	3.22
0.88	0.78	2.64
0.66	0.45	2.77
0.59	0.45	2.71
0.59	0.45	2.77
0.66	0.51	2.30
1.00	1.00	1.61
0.78	0.60	2.64
0.56	0.38	2.40
0.86	0.71	2.08
0.87	0.72	3.00
0.68	0.46	3.18
1.00	1.00	0.69
0.73	0.58	2.48
0.90	0.76	2.48
0.17	0.12	2.64
0.67	0.48	3.09
0.57	0.41	2.56
0.71	0.53	3.00
0.63	0.48	3.14
0.60	0.39	2.89
0.69	0.52	3.56
0.55	0.43	2.08
0.70	0.60	1.61
0.57	0.39	3.47
0.37	0.25	2.89
1.00	1.00	0.69
0.70	0.49	3.22
0.83	0.62	2.89
0.39	0.29	2.30
0.95	0.86	2.08
0.41	0.28	2.71
0.47	0.33	3.18
0.82	0.71	1.95
0.73	0.56	2.71
0.60	0.37	3.30
0.79	0.58	3.14
0.70	0.51	3.61
0.84	0.65	3.22
0.77	0.60	3.50
0.56	0.38	2.30
0.27	0.16	3.09
0.65	0.49	2.40
0.75	0.60	2.40
0.47	0.31	3.58
0.69	0.53	2.40
0.71	0.49	3.87
0.60	0.44	2.94
0.73	0.56	2.40
0.78	0.59	3.14
0.67	0.50	3.22
0.53	0.35	2.77
0.75	0.56	2.30
0.67	0.50	3.47
0.44	0.31	2.71
0.68	0.51	2.83
0.72	0.51	3.97
0.79	0.55	2.48
0.63	0.50	2.20
0.74	0.53	3.43
0.79	0.59	2.94
0.66	0.48	3.30
0.73	0.56	2.64
0.76	0.57	2.08
0.38	0.31	2.40
0.69	0.52	2.71
0.69	0.51	3.43
-0.02	0.00	2.08
0.85	0.65	2.83
0.83	0.62	3.22
0.87	0.70	2.77
0.60	0.43	2.08
0.18	0.12	3.14
0.87	0.71	3.00
0.78	0.57	3.30
0.52	0.35	2.89
0.72	0.54	3.26
0.95	0.86	2.08
0.62	0.44	2.20
0.60	0.45	2.64
0.81	0.61	3.37
0.74	0.54	2.56
0.86	0.69	2.64
0.63	0.45	3.00
0.56	0.40	3.33
0.46	0.33	1.95
0.74	0.54	2.94
0.46	0.31	3.58
0.65	0.47	3.78
0.74	0.53	3.33
0.85	0.70	2.48
0.75	0.54	3.87
0.33	0.29	2.08
0.72	0.50	3.76
0.82	0.67	2.48
0.71	0.47	1.79
0.73	0.52	4.01
0.97	0.89	2.40
0.10	0.00	1.61
0.70	0.54	2.64
0.76	0.56	3.09
0.33	0.20	3.18
0.57	0.38	2.83
0.61	0.43	3.00
0.48	0.34	2.83
0.50	0.35	2.40
0.81	0.60	2.77
-0.03	0.07	1.79
0.39	0.30	3.30
0.48	0.22	2.20
0.57	0.44	2.20
0.62	0.41	2.89
0.86	0.65	2.77
0.77	0.60	1.79
0.68	0.56	2.30
0.66	0.45	2.89
0.40	0.29	2.89
0.38	0.27	2.48
0.73	0.43	2.71
0.67	0.44	2.20
0.25	0.18	3.00
0.66	0.43	2.71
0.49	0.19	2.64
0.84	0.68	3.33
0.79	0.57	2.89
0.70	0.51	3.26
0.69	0.52	2.64
0.58	0.41	2.56
0.75	0.56	2.64
0.72	0.47	3.14
0.75	0.62	1.95
0.82	0.60	2.40
0.82	0.66	2.71
0.79	0.58	2.89
0.83	0.71	2.08
0.77	0.56	3.04
0.75	0.53	2.77
0.52	0.39	2.89
0.71	0.55	2.48
0.71	0.50	2.08
0.77	0.60	1.79
0.39	0.12	2.71
0.63	0.39	2.20
0.63	0.45	3.76
0.61	0.50	2.83
0.91	0.77	2.71
0.49	0.29	3.26
0.08	0.03	2.64
0.47	0.30	3.33
0.30	0.20	3.53
0.78	0.60	3.40
0.57	0.38	3.14
0.54	0.36	3.04
0.43	0.33	2.77
0.54	0.39	3.14
0.45	0.30	3.14
0.65	0.43	3.37
0.73	0.55	3.04
0.58	0.41	2.64
0.85	0.68	3.04
0.78	0.57	3.30
0.83	0.67	2.48
0.77	0.56	3.33
0.85	0.70	2.94
0.63	0.44	3.69
0.61	0.46	2.89
0.37	0.26	3.47
0.82	0.61	3.66
0.81	0.61	3.40
0.72	0.53	2.94
0.77	0.56	3.69
0.65	0.41	2.64
0.78	0.62	2.77
0.65	0.46	3.99
0.57	0.39	3.26
0.82	0.63	3.18
0.76	0.60	3.09
0.64	0.50	2.77
0.78	0.64	2.40
0.70	0.53	3.43
0.49	0.43	2.94
0.75	0.56	2.83
0.65	0.42	2.89
0.86	0.71	1.95
0.47	0.31	3.56
0.71	0.49	2.56
0.36	0.22	2.71
0.66	0.48	3.47
0.46	0.36	3.50
0.77	0.56	2.30
0.77	0.59	2.94
0.26	0.20	3.37
0.94	0.87	1.79
0.51	0.34	3.14
0.73	0.47	2.30
0.80	0.60	1.61
0.86	0.72	2.56
0.80	0.60	2.40
0.73	0.54	2.64
0.45	0.28	3.33
0.67	0.45	2.71
0.87	0.69	2.30
0.81	0.59	3.00
0.70	0.46	2.56
0.76	0.55	2.48
0.37	0.33	1.79
0.48	0.36	3.87
0.59	0.41	3.00
0.65	0.47	3.64
0.76	0.57	2.94
0.85	0.66	2.83
0.77	0.56	2.56
0.65	0.46	3.09
0.80	0.63	2.83
0.73	0.51	3.22
0.76	0.58	2.71
0.54	0.35	2.83
0.90	0.78	2.20
0.74	0.50	2.77
0.79	0.58	2.77
0.51	0.38	3.43
0.85	0.66	3.22
0.68	0.52	2.89
0.83	0.65	2.89
0.79	0.62	2.56
0.67	0.45	2.77
0.74	0.59	3.09
0.71	0.49	3.30
0.66	0.49	3.30
0.57	0.38	2.64
0.40	0.27	3.47
0.65	0.39	2.20
0.72	0.55	3.00
0.16	0.10	2.56
0.85	0.70	3.58
0.70	0.49	3.00
0.59	0.42	3.87
0.39	0.31	2.40
0.83	0.73	1.79
0.54	0.39	3.33
0.64	0.44	3.18
0.65	0.46	3.09
0.55	0.37	2.89
0.75	0.51	2.56
0.55	0.40	3.22
0.42	0.32	2.64
0.94	0.87	1.79
0.94	0.87	1.79
0.82	0.65	3.22
0.77	0.55	3.22
0.80	0.60	2.64
0.53	0.37	3.30
0.75	0.60	2.30
0.61	0.43	3.00
0.69	0.57	2.08
0.62	0.41	2.71
0.64	0.51	2.30
0.75	0.56	2.56
0.70	0.50	2.71
0.45	0.35	3.00
0.83	0.64	2.48
0.65	0.44	2.83
0.78	0.59	3.00
0.74	0.51	3.28
0.83	0.64	2.56
0.80	0.67	2.48
0.57	0.41	3.50
0.83	0.65	2.89
0.68	0.49	3.50
0.65	0.45	2.48
0.69	0.53	3.33
0.70	0.50	3.76
0.58	0.41	3.22
0.71	0.51	3.26
0.66	0.48	3.09
0.48	0.34	3.50
0.60	0.42	3.40
0.37	0.30	2.48
0.20	0.13	2.56
0.84	0.61	2.48
0.61	0.44	2.83
0.75	0.56	2.40
0.77	0.60	1.79
0.42	0.29	3.00
0.81	0.62	3.50
0.20	0.14	2.64
0.82	0.64	2.56
0.35	0.23	3.43
0.54	0.37	3.26
0.19	0.14	2.71
0.77	0.56	2.20
0.25	0.18	3.04
0.72	0.55	3.22
0.69	0.54	2.83
0.62	0.46	2.83
0.50	0.36	3.30
0.76	0.58	2.64
0.73	0.64	2.30
0.78	0.62	2.71
0.73	0.58	2.64
0.54	0.33	1.79
0.67	0.50	2.20
0.74	0.50	3.09
0.32	0.22	2.20
0.51	0.41	2.56
1.00	1.00	2.20
0.85	0.68	2.83
0.82	0.64	2.48
0.83	0.65	2.83
0.67	0.56	2.20
1.00	1.00	0.69
0.75	0.60	3.09
0.22	0.17	2.20
0.16	0.10	2.71
0.50	0.33	1.10
0.17	0.07	2.08
0.79	0.64	2.48
0.29	0.24	1.95
0.79	0.56	3.14
1.00	1.00	0.69
0.75	0.58	3.00
0.68	0.48	3.04
0.69	0.57	2.08
0.62	0.42	3.18
0.39	0.24	1.95
0.69	0.50	2.89
0.76	0.57	3.09
0.59	0.44	3.09
0.86	0.72	2.56
0.65	0.45	3.22
0.73	0.52	2.89
0.60	0.37	2.83
0.42	0.32	2.83
0.66	0.52	2.48
1.00	1.00	1.61
0.41	0.33	2.48
0.84	0.67	2.48
0.68	0.48	3.47
1.00	1.00	1.10
0.63	0.43	3.00
0.79	0.59	2.56
0.83	0.65	2.83
0.62	0.45	2.77
0.43	0.33	1.95
0.82	0.60	2.71
-0.70	-0.60	1.61
0.28	0.24	2.40
0.78	0.58	2.48
1.00	1.00	1.10
0.26	0.13	2.77
0.80	0.61	3.33
0.07	0.05	1.95
0.34	0.22	2.89
0.74	0.52	2.48
0.74	0.59	3.00
0.69	0.56	2.40
0.89	0.78	2.30
0.82	0.64	3.04
0.73	0.48	2.48
0.49	0.30	2.64
0.62	0.42	2.30
0.73	0.50	2.94
0.79	0.60	2.83
0.60	0.44	2.20
0.54	0.43	2.71
0.31	0.23	2.64
0.57	0.38	3.30
0.75	0.56	2.71
0.51	0.37	3.00
0.58	0.47	2.30
0.78	0.58	3.00
0.73	0.61	2.20
0.78	0.62	2.56
0.71	0.50	3.14
0.70	0.50	2.20
0.58	0.41	3.22
0.44	0.36	2.64
0.58	0.39	2.48
0.67	0.49	3.22
0.51	0.37	3.14
0.80	0.60	3.00
0.67	0.48	3.09
0.40	0.40	1.61
0.66	0.50	3.37
0.65	0.55	2.48
0.57	0.43	1.95
0.75	0.58	2.64
0.50	0.36	2.56
0.65	0.48	3.09
0.51	0.38	2.40
0.48	0.36	3.30
0.49	0.38	2.64
0.63	0.42	3.04
0.72	0.52	2.89
0.77	0.60	1.79
0.58	0.31	2.40
0.71	0.51	3.76
0.27	0.16	2.71
0.74	0.56	3.43
0.63	0.45	3.40
0.81	0.62	3.40
0.98	0.91	2.30
0.74	0.53	3.09
0.48	0.36	3.43
0.61	0.44	3.37
0.83	0.63	3.37
0.43	0.33	1.79
0.83	0.73	1.79
0.75	0.55	3.18
0.60	0.42	2.48
0.36	0.24	3.04
0.75	0.51	3.04
0.55	0.41	2.89
0.75	0.54	2.64
0.70	0.51	2.56
0.64	0.49	2.40
0.73	0.56	2.30
0.74	0.50	3.18
0.66	0.52	2.71
0.55	0.39	3.18
0.71	0.52	2.64
0.83	0.65	2.89
0.42	0.20	2.30
0.80	0.62	2.83
0.70	0.51	3.22
0.84	0.66	2.83
0.36	0.23	2.64
0.28	0.15	2.83
0.79	0.60	2.71
0.72	0.53	2.83
0.48	0.35	3.14
0.78	0.57	3.22
0.61	0.43	3.14
0.87	0.74	2.56
1.00	1.00	1.10
0.25	0.16	2.40
0.54	0.38	2.30
0.73	0.56	3.43
0.61	0.44	3.50
0.74	0.50	3.14
0.48	0.38	3.33
1.00	1.00	1.79
0.75	0.60	2.71
0.69	0.57	2.08
0.24	0.18	2.77
0.55	0.39	3.22
0.60	0.41	3.40
0.49	0.41	2.89
0.29	0.15	3.43
0.74	0.54	3.30
0.47	0.34	2.64
0.46	0.32	3.00
0.57	0.41	3.09
0.62	0.49	3.22
0.40	0.30	2.71
0.30	0.23	2.89
0.55	0.41	2.89
0.73	0.55	2.77
0.77	0.61	3.00
0.29	0.15	2.83
0.52	0.38	3.14
0.38	0.18	2.48
0.73	0.53	3.30
0.79	0.62	2.56
0.69	0.59	2.89
0.57	0.36	2.48
0.28	0.22	2.20
0.76	0.56	3.64
0.34	0.24	2.83
0.81	0.64	3.64
1.00	1.00	0.69
0.57	0.41	2.56
0.62	0.47	3.00
0.74	0.59	2.83
0.76	0.58	3.43
0.60	0.40	2.83
0.57	0.36	2.48
0.34	0.23	2.56
0.89	0.72	2.77
0.79	0.61	3.14
0.48	0.39	2.20
0.72	0.54	3.30
0.72	0.54	3.26
0.80	0.62	2.77
0.59	0.45	2.71
0.56	0.38	3.14
0.87	0.71	2.64
0.64	0.62	1.95
0.37	0.33	2.48
0.57	0.44	2.20
0.70	0.60	1.61
0.53	0.35	2.40
0.50	0.35	2.94
0.72	0.52	3.33
0.89	0.73	2.94
0.77	0.60	3.37
0.47	0.33	3.91
0.80	0.67	1.39
0.86	0.68	2.71
0.68	0.50	3.18
0.88	0.69	2.30
0.40	0.33	1.39
0.80	0.64	2.71
0.76	0.62	2.56
0.57	0.44	2.56
0.66	0.48	3.43
0.76	0.58	3.30
0.66	0.50	2.94
0.59	0.43	2.77
0.53	0.38	2.56
0.67	0.51	2.83
0.82	0.64	2.30
0.42	0.29	3.00
0.72	0.51	3.14
0.51	0.37	2.77
0.54	0.38	2.77
0.74	0.52	3.00
1.00	1.00	1.61
0.50	0.34	3.53
0.53	0.36	3.43
0.34	0.20	2.40
0.84	0.65	3.37
0.54	0.44	2.89
0.50	0.40	1.61
0.61	0.43	2.83
0.48	0.35	2.94
0.66	0.47	1.79
0.10	0.00	1.61
0.69	0.52	2.94
0.67	0.51	2.30
0.81	0.60	2.94
0.74	0.57	2.08
0.64	0.49	2.56
0.66	0.47	2.83
1.00	1.00	1.10
0.12	0.02	2.30
0.63	0.42	2.40
0.66	0.48	2.77
0.63	0.46	3.81
0.79	0.64	2.56
0.39	0.33	1.95
0.72	0.55	2.77
0.79	0.63	3.37
0.52	0.41	2.83
0.49	0.28	2.71
0.59	0.43	2.71
0.56	0.43	2.83
0.49	0.31	2.40
0.49	0.37	2.77
0.47	0.33	2.71
0.82	0.66	2.83
0.71	0.57	2.08
0.96	0.90	1.95
