Spearman	Kendall	MutualInformation
0.52	0.35	3.43
0.60	0.40	1.61
0.10	0.08	3.40
0.31	0.20	2.30
0.60	0.47	1.79
0.26	0.17	3.22
0.20	0.09	2.48
0.27	0.18	2.48
-0.40	-0.33	1.39
0.49	0.29	2.30
-0.08	-0.06	2.20
0.01	0.02	2.89
0.07	0.06	3.18
0.40	0.40	1.61
0.10	0.07	2.83
0.41	0.29	3.09
0.13	0.10	2.56
0.39	0.28	3.47
0.44	0.32	3.50
0.53	0.33	2.20
0.54	0.39	3.26
1.00	1.00	1.10
-0.40	-0.33	1.39
0.26	0.19	3.26
0.47	0.33	2.71
0.74	0.58	2.71
0.45	0.34	2.64
0.51	0.39	3.18
0.44	0.30	3.18
0.25	0.17	2.20
0.42	0.28	2.20
0.70	0.51	3.18
0.46	0.33	1.95
0.40	0.26	3.00
0.55	0.41	3.30
0.15	0.13	2.56
0.63	0.44	2.20
0.50	0.34	3.56
0.31	0.21	2.48
0.57	0.38	2.56
0.66	0.47	1.79
0.46	0.32	3.04
1.00	1.00	0.69
-1.00	-1.00	1.39
0.57	0.41	2.56
0.41	0.27	3.22
0.19	0.11	3.18
0.70	0.49	2.40
0.14	0.09	3.26
1.00	1.00	1.10
0.40	0.35	2.77
0.32	0.22	2.20
0.24	0.17	3.40
0.50	0.33	1.10
-0.09	-0.20	1.79
0.64	0.49	2.71
0.13	0.11	2.89
-0.12	-0.05	2.40
0.55	0.39	3.33
0.83	0.64	2.30
-1.00	-1.00	0.69
0.24	0.16	2.40
0.64	0.41	2.64
0.65	0.47	2.64
-0.13	-0.08	3.43
0.48	0.35	3.18
0.46	0.34	3.56
0.80	0.60	1.61
0.36	0.23	3.64
0.80	0.67	1.39
0.30	0.20	1.61
0.57	0.38	3.14
0.53	0.33	2.30
0.60	0.33	1.39
0.00	-0.20	1.61
0.31	0.25	3.04
0.40	0.33	1.39
0.53	0.37	3.09
0.70	0.58	2.64
0.26	0.14	2.08
0.50	0.43	2.08
0.82	0.67	2.20
0.47	0.35	3.22
0.19	0.12	2.89
0.45	0.32	2.83
0.50	0.33	1.10
0.13	0.14	2.71
0.35	0.26	3.00
0.07	-0.03	2.71
0.69	0.51	2.94
-0.34	-0.26	2.71
0.50	0.33	1.10
0.50	0.33	1.10
0.32	0.24	1.95
0.17	0.12	2.83
0.21	0.14	2.71
0.27	0.17	2.20
0.50	0.33	1.10
-0.03	-0.03	2.64
0.50	0.33	1.10
0.23	0.20	3.00
-0.18	-0.14	1.95
0.66	0.60	1.79
0.20	0.12	3.33
0.31	0.20	3.14
0.05	-0.07	2.30
0.45	0.26	2.56
0.34	0.23	2.64
1.00	1.00	1.10
0.32	0.22	3.26
1.00	1.00	1.39
0.59	0.44	3.04
0.33	0.23	2.89
0.59	0.43	2.71
0.50	0.30	2.64
-0.50	-0.33	1.10
0.57	0.36	2.48
1.00	1.00	0.69
1.00	1.00	1.10
0.28	0.17	3.22
0.60	0.52	2.64
0.35	0.27	2.77
0.40	0.30	2.71
0.37	0.25	2.77
0.66	0.56	2.30
0.70	0.60	1.61
0.33	0.21	2.08
0.36	0.22	3.00
0.34	0.20	3.18
-1.00	-1.00	0.69
0.35	0.24	2.48
0.50	0.32	2.64
0.17	0.12	3.09
0.37	0.27	3.00
0.33	0.20	2.89
0.57	0.41	3.56
0.33	0.29	2.08
0.36	0.26	3.47
0.34	0.22	2.89
1.00	1.00	0.69
0.29	0.22	3.22
0.28	0.20	2.89
0.44	0.29	2.30
0.00	0.00	2.08
0.48	0.35	2.71
0.09	0.05	3.18
0.19	0.14	2.71
0.21	0.13	3.30
0.54	0.42	3.14
0.33	0.23	3.61
0.55	0.39	3.22
0.50	0.36	3.50
0.45	0.24	2.30
0.02	0.01	3.09
0.52	0.35	2.40
0.28	0.19	3.47
0.38	0.28	3.58
0.18	0.16	2.40
0.50	0.34	3.87
0.51	0.40	2.94
0.41	0.38	2.40
0.47	0.32	3.14
0.26	0.18	3.22
0.52	0.30	2.77
0.04	-0.07	2.30
0.28	0.18	3.47
0.36	0.28	2.71
0.36	0.26	2.83
0.13	0.09	3.97
0.27	0.22	2.20
0.34	0.23	3.43
0.27	0.17	2.94
0.05	0.04	3.30
0.20	0.14	2.64
0.05	0.00	2.08
-0.03	0.09	2.40
0.32	0.18	2.71
0.40	0.28	3.43
-0.10	-0.07	2.08
0.53	0.38	2.83
0.34	0.24	3.22
0.34	0.23	2.77
0.69	0.57	2.08
0.35	0.24	3.14
0.38	0.29	3.30
0.40	0.21	3.00
0.33	0.23	3.30
0.28	0.22	2.89
0.66	0.50	3.26
0.90	0.79	2.08
0.20	0.17	2.20
0.39	0.30	2.64
0.54	0.38	3.00
0.66	0.51	2.56
0.32	0.23	2.64
0.30	0.22	3.00
0.29	0.24	1.95
0.40	0.32	0.55
0.07	0.01	3.58
0.54	0.34	3.33
0.82	0.64	2.48
0.30	0.20	3.87
-0.02	0.00	2.08
0.48	0.32	3.76
0.61	0.48	2.48
-0.03	0.07	1.79
0.53	0.37	3.35
0.40	0.40	1.61
0.15	0.05	2.64
0.50	0.36	3.09
0.64	0.48	3.18
0.51	0.38	2.83
0.37	0.28	3.00
0.45	0.35	2.40
0.49	0.37	2.77
0.31	0.20	1.79
0.35	0.25	3.30
0.27	0.19	3.30
0.75	0.56	2.20
0.63	0.50	2.20
0.02	-0.01	2.89
0.31	0.20	2.30
0.37	0.31	2.89
0.16	0.11	2.89
-0.23	-0.18	2.48
-0.08	-0.07	2.71
0.07	0.07	3.00
0.41	0.34	2.64
0.31	0.24	3.04
0.58	0.44	2.56
0.52	0.36	2.64
0.43	0.27	3.14
0.61	0.52	1.95
0.96	0.89	2.40
0.89	0.77	2.71
0.48	0.36	2.89
0.26	0.21	2.08
0.56	0.38	3.04
0.39	0.30	2.77
0.64	0.53	1.18
0.53	0.39	2.89
0.08	0.05	2.56
0.12	0.07	3.30
0.52	0.33	2.48
0.76	0.57	2.08
0.89	0.73	1.79
-0.04	-0.05	2.71
0.27	0.17	3.33
0.83	0.67	2.20
0.21	0.15	3.76
0.01	0.01	2.83
0.84	0.66	2.71
0.52	0.34	3.26
0.47	0.42	2.48
0.33	0.32	2.64
0.27	0.19	3.47
0.24	0.17	3.33
0.29	0.19	3.40
0.05	-0.00	3.14
0.02	0.03	3.04
0.31	0.22	2.77
-0.11	-0.08	3.14
0.11	0.08	3.14
0.51	0.34	3.37
0.55	0.41	3.04
0.32	0.23	2.64
0.70	0.53	3.04
0.50	0.38	3.30
0.69	0.52	2.48
0.60	0.44	3.33
0.52	0.37	3.69
0.52	0.38	2.56
0.71	0.53	2.89
0.11	0.08	3.47
0.53	0.32	3.66
0.61	0.44	3.40
0.46	0.33	2.94
0.50	0.33	3.69
0.37	0.25	2.64
0.24	0.22	2.77
0.42	0.27	3.22
0.54	0.35	3.99
0.09	0.05	3.26
0.47	0.29	3.18
0.25	0.14	3.09
0.19	0.13	2.77
0.28	0.20	2.40
0.39	0.28	3.43
0.37	0.26	2.94
0.78	0.60	2.83
0.33	0.24	3.14
0.18	0.11	2.89
0.75	0.62	1.95
0.33	0.23	3.56
0.34	0.21	2.56
0.44	0.31	3.47
0.52	0.36	3.50
-0.15	-0.07	2.30
0.32	0.26	2.83
0.46	0.33	3.37
0.49	0.33	1.79
0.58	0.39	3.14
0.42	0.24	2.30
-0.20	-0.20	1.61
0.48	0.33	2.56
0.45	0.28	3.58
0.69	0.54	2.56
0.55	0.32	2.64
0.32	0.22	3.33
0.45	0.28	2.71
0.77	0.60	2.30
0.38	0.29	3.00
0.29	0.24	2.48
0.71	0.60	1.79
0.34	0.23	3.77
0.09	0.07	1.79
0.32	0.23	3.47
0.29	0.23	2.94
0.07	0.04	2.83
0.30	0.21	2.56
0.10	0.07	3.09
0.31	0.22	2.83
0.27	0.15	3.22
0.57	0.37	3.08
0.33	0.20	2.71
0.43	0.29	2.83
0.13	0.09	3.52
0.02	0.06	2.20
0.62	0.45	2.77
0.39	0.22	2.77
0.65	0.48	3.22
0.39	0.27	2.89
0.25	0.16	3.47
0.67	0.48	2.89
0.28	0.18	2.56
0.59	0.38	2.77
0.34	0.23	3.30
0.26	0.21	3.04
0.55	0.44	2.20
0.25	0.19	2.64
-0.19	-0.14	3.47
0.55	0.50	2.20
0.23	0.15	2.83
0.54	0.42	3.00
0.48	0.33	2.56
0.64	0.47	3.58
0.05	0.04	3.00
0.42	0.30	3.87
0.43	0.20	1.79
0.44	0.29	3.33
0.21	0.14	3.18
0.43	0.28	2.89
0.58	0.44	2.56
0.30	0.22	3.22
0.51	0.39	3.30
0.03	-0.07	1.79
0.03	-0.07	1.79
0.48	0.35	3.22
0.42	0.32	3.90
0.35	0.27	3.22
0.43	0.31	3.30
0.77	0.64	2.30
0.64	0.43	2.08
0.76	0.60	2.71
0.79	0.56	2.30
0.72	0.51	2.56
0.72	0.50	2.71
0.34	0.25	3.00
0.63	0.48	2.48
0.44	0.24	2.83
0.44	0.23	3.00
0.39	0.26	3.28
0.32	0.23	2.56
0.64	0.42	2.48
0.63	0.51	3.50
0.41	0.29	3.50
0.67	0.48	2.48
0.37	0.26	3.76
0.67	0.49	3.22
0.45	0.29	3.26
0.43	0.29	3.26
0.42	0.27	3.09
0.39	0.27	3.50
0.48	0.35	3.40
-0.02	-0.03	2.48
0.45	0.36	2.56
0.68	0.48	2.48
0.80	0.60	2.83
-0.05	-0.05	2.40
-0.49	-0.33	1.79
0.14	0.12	3.00
0.55	0.41	3.50
-0.14	-0.13	2.56
0.31	0.23	3.43
0.30	0.21	3.26
0.60	0.45	2.71
0.95	0.89	2.20
0.22	0.15	3.04
0.35	0.24	3.22
0.46	0.34	2.83
-0.06	-0.06	2.83
0.37	0.28	3.30
0.29	0.21	2.64
0.49	0.37	3.37
0.42	0.30	3.26
-0.05	0.03	2.71
0.35	0.23	2.64
0.43	0.47	1.79
0.55	0.44	2.20
0.74	0.57	3.09
0.55	0.41	2.56
0.75	0.60	2.83
0.25	0.22	2.20
-1.00	-1.00	0.69
0.60	0.44	2.20
0.28	0.20	2.71
1.00	1.00	1.10
0.55	0.45	2.48
0.18	0.14	1.95
0.10	0.08	3.14
1.00	1.00	0.69
-0.00	0.02	3.00
0.04	0.05	3.04
0.19	0.14	2.08
0.29	0.24	1.95
0.40	0.27	2.89
0.46	0.33	3.09
0.71	0.57	2.08
0.53	0.39	3.09
0.10	0.08	3.43
0.76	0.59	2.56
0.54	0.39	3.22
0.53	0.36	2.89
0.30	0.22	2.83
0.43	0.27	2.48
0.60	0.40	1.61
0.38	0.21	2.48
0.25	0.19	3.47
0.50	0.33	1.10
0.28	0.18	3.00
0.80	0.59	2.56
0.24	0.13	2.77
0.54	0.33	1.95
-0.20	-0.20	1.61
-0.09	-0.05	2.40
0.62	0.48	2.48
0.28	0.22	2.77
0.48	0.31	3.33
-0.11	-0.05	1.95
0.26	0.20	2.89
0.26	0.21	2.48
0.33	0.27	3.00
0.11	0.05	2.40
0.79	0.60	2.30
0.55	0.45	3.04
0.25	0.15	2.48
0.23	0.16	2.64
0.31	0.20	2.30
0.37	0.23	3.37
0.51	0.37	2.94
0.42	0.33	2.20
0.33	0.21	2.64
0.45	0.30	3.30
0.37	0.27	3.00
0.59	0.47	2.30
0.23	0.22	2.20
0.52	0.37	3.14
0.57	0.44	2.20
0.30	0.21	3.22
0.05	0.03	2.64
0.39	0.23	3.22
0.18	0.14	3.14
0.17	0.14	3.00
0.62	0.46	3.09
0.60	0.40	1.61
0.41	0.29	3.37
0.34	0.21	3.37
0.46	0.33	1.95
0.58	0.47	2.64
0.30	0.23	2.56
0.43	0.32	3.09
0.35	0.20	2.40
0.13	0.08	3.30
0.44	0.32	2.64
0.01	0.04	3.04
0.52	0.36	2.89
0.39	0.31	2.40
0.49	0.35	3.76
0.35	0.24	2.71
0.55	0.39	3.43
0.50	0.35	3.40
0.61	0.40	3.40
0.42	0.29	2.30
0.32	0.19	3.09
0.08	0.02	3.43
0.20	0.13	3.37
0.22	0.14	3.37
0.54	0.47	1.79
0.37	0.25	3.18
0.43	0.27	2.48
0.49	0.35	3.04
-0.14	-0.11	2.94
0.48	0.31	3.04
0.09	0.06	2.89
0.50	0.36	2.64
0.29	0.18	3.69
0.26	0.16	2.40
0.60	0.38	2.30
0.53	0.36	3.18
0.16	0.12	3.18
0.53	0.41	2.71
0.22	0.19	3.18
0.20	0.13	2.40
0.77	0.64	2.30
0.45	0.31	3.22
-0.09	-0.10	2.64
0.46	0.29	2.83
0.59	0.41	2.71
0.66	0.50	2.83
0.44	0.31	3.14
0.08	0.00	2.20
0.37	0.25	3.22
-0.02	-0.00	3.14
0.83	0.62	2.56
0.26	0.17	3.95
-0.50	-0.33	1.10
0.05	0.02	2.40
-0.18	-0.11	2.30
0.37	0.25	3.43
0.26	0.17	3.61
0.35	0.22	3.50
0.46	0.31	3.00
0.39	0.27	3.14
0.32	0.22	3.33
0.71	0.60	1.79
0.41	0.26	2.71
0.38	0.29	2.08
0.29	0.18	3.22
0.57	0.39	3.40
0.36	0.24	2.89
-0.02	-0.03	3.43
0.24	0.14	3.30
0.38	0.30	2.64
0.31	0.25	3.00
0.24	0.18	3.09
0.39	0.29	3.22
0.07	0.05	2.89
0.38	0.24	2.89
0.29	0.18	2.77
0.41	0.28	3.00
0.16	0.10	3.14
-0.11	-0.06	2.48
0.05	0.07	3.30
0.30	0.26	2.56
0.57	0.44	2.89
0.01	-0.06	2.48
0.17	0.06	2.20
0.38	0.26	3.64
0.20	0.10	2.83
0.43	0.29	3.00
1.00	1.00	0.69
0.14	0.13	2.56
0.58	0.44	3.00
0.54	0.38	2.83
0.27	0.22	2.83
0.50	0.42	2.48
0.15	0.10	2.56
0.73	0.57	2.77
0.30	0.23	3.14
0.17	0.11	2.20
0.05	0.05	3.30
0.52	0.35	3.26
0.51	0.37	2.77
0.36	0.24	2.71
0.33	0.23	3.14
0.46	0.30	2.64
0.93	0.81	1.95
0.69	0.55	2.48
0.40	0.33	2.20
0.30	0.20	1.61
0.45	0.35	2.40
-0.18	-0.11	2.94
0.31	0.21	3.33
0.66	0.50	3.37
0.34	0.26	1.32
-0.80	-0.67	1.39
0.74	0.58	2.71
0.54	0.29	2.30
0.40	0.33	1.39
0.60	0.41	2.71
0.41	0.33	2.56
0.21	0.12	2.89
0.09	0.05	2.56
0.30	0.21	3.43
0.45	0.32	3.30
0.34	0.24	3.69
0.51	0.37	2.94
0.53	0.37	2.77
0.49	0.38	2.83
0.84	0.73	2.30
0.25	0.19	3.00
0.48	0.32	3.14
0.53	0.35	2.77
0.58	0.39	3.00
1.00	1.00	1.61
0.27	0.18	3.53
0.36	0.24	3.43
0.28	0.15	3.04
0.25	0.12	2.89
0.70	0.60	1.61
0.33	0.24	2.94
0.43	0.33	1.79
-0.50	-0.40	1.61
0.39	0.29	2.94
0.66	0.51	2.30
0.16	0.16	2.94
0.98	0.93	2.08
0.45	0.33	2.56
0.08	0.06	2.83
0.50	0.33	1.10
0.04	0.07	2.30
0.49	0.35	2.40
0.61	0.45	2.77
0.09	0.06	3.81
0.68	0.52	1.95
0.22	0.15	3.56
0.39	0.27	2.77
0.56	0.40	2.83
-0.02	0.01	2.71
0.42	0.30	2.71
0.47	0.31	2.83
0.47	0.42	2.40
0.18	0.13	2.77
0.06	0.05	2.71
0.24	0.16	2.83
0.81	0.64	2.08
0.96	0.90	1.95
