Spearman	Kendall	MutualInformation
-0.80	-0.67	1.39
0.39	0.27	2.64
0.05	0.05	2.64
-0.20	0.00	1.39
0.31	0.23	2.64
0.50	0.33	1.10
0.26	0.20	1.79
0.60	0.40	1.61
0.48	0.36	2.08
-1.00	-1.00	1.10
0.50	0.33	1.10
-1.00	-1.00	0.69
-0.30	-0.22	2.20
0.53	0.40	2.77
0.38	0.27	2.64
0.05	0.00	2.08
0.60	0.40	1.61
-0.80	-0.67	1.39
-0.80	-0.67	1.39
0.10	0.00	1.61
0.35	0.21	2.64
0.00	0.20	1.61
0.50	0.33	1.10
0.30	0.20	1.61
-0.64	-0.52	1.95
0.30	0.21	2.83
0.14	0.07	2.08
0.56	0.38	2.30
-0.10	-0.03	2.83
0.38	0.29	2.08
0.00	0.00	1.39
0.22	0.20	2.30
0.25	0.16	2.30
0.40	0.33	1.39
0.58	0.45	2.89
0.80	0.67	1.39
-0.10	-0.06	2.83
0.14	0.05	1.95
0.66	0.47	1.79
0.54	0.36	2.48
0.80	0.67	1.39
0.37	0.24	3.56
0.09	0.10	2.64
0.33	0.30	2.48
-0.30	-0.20	1.61
0.80	0.60	1.61
0.09	0.03	2.56
0.21	0.18	2.77
0.29	0.18	2.48
0.14	0.14	1.95
0.30	0.20	1.61
0.36	0.33	1.95
-0.08	-0.09	2.71
0.17	0.11	3.14
0.39	0.27	3.33
-0.11	-0.05	1.95
0.50	0.33	1.10
0.40	0.33	1.39
0.40	0.33	1.39
-0.77	-0.60	1.79
0.47	0.34	3.43
0.20	0.00	1.39
0.66	0.49	2.40
0.80	0.67	1.39
0.80	0.67	1.39
0.18	0.12	2.89
0.06	0.03	2.56
-0.20	0.00	1.39
0.31	0.23	2.77
-0.10	0.00	1.61
0.21	0.16	2.64
0.77	0.56	2.40
0.40	0.40	1.61
0.78	0.56	2.20
0.44	0.28	2.71
0.40	0.40	1.61
-0.32	-0.29	2.30
-0.12	-0.14	2.08
-0.01	-0.02	2.40
0.25	0.20	2.40
0.53	0.44	2.20
0.04	0.06	2.48
0.21	0.11	3.04
0.28	0.19	3.85
0.50	0.38	3.22
-0.11	-0.07	3.30
0.34	0.21	2.48
0.25	0.14	1.95
0.31	0.20	1.79
0.18	0.12	3.47
0.23	0.17	3.04
0.58	0.44	2.56
0.55	0.36	2.08
-0.09	-0.07	1.79
0.43	0.31	3.22
0.04	0.04	2.94
0.11	0.09	3.14
0.77	0.64	2.40
-0.16	-0.07	2.30
-0.04	-0.03	3.40
0.03	0.02	3.09
-0.25	-0.14	1.95
-1.00	-1.00	1.10
0.53	0.44	2.20
0.33	0.23	2.56
0.49	0.33	3.53
0.19	0.14	3.43
0.32	0.23	3.22
0.60	0.45	3.14
0.60	0.40	1.61
0.48	0.33	2.30
-0.33	-0.29	2.08
-0.20	-0.20	1.61
-0.10	0.00	2.20
0.57	0.43	3.04
0.17	0.10	2.83
0.37	0.33	1.79
0.10	0.09	3.04
0.20	0.20	1.61
0.13	0.11	2.30
-0.80	-0.67	1.39
1.00	1.00	1.10
0.76	0.64	2.56
0.49	0.33	2.71
-0.53	-0.28	2.20
0.53	0.38	3.43
0.36	0.31	2.56
0.00	-0.07	2.08
-0.40	-0.33	1.39
-1.00	-1.00	0.69
-0.48	-0.36	2.08
0.05	0.07	2.30
-0.09	-0.05	2.40
0.38	0.29	2.83
0.33	0.22	3.22
-1.00	-1.00	0.69
0.00	0.00	1.39
0.54	0.47	1.79
0.50	0.36	2.08
0.36	0.24	2.71
0.20	0.13	3.00
-0.09	-0.07	1.79
-1.00	-1.00	1.61
-1.00	-1.00	0.69
0.71	0.52	1.95
0.18	0.09	2.40
0.55	0.46	2.56
-0.21	-0.12	2.77
0.44	0.27	3.26
0.07	0.03	3.22
0.04	0.07	2.77
0.32	0.22	3.09
0.21	0.16	2.64
0.49	0.40	3.04
0.10	0.00	1.61
1.00	1.00	1.61
0.72	0.56	2.20
0.20	0.03	2.56
-0.46	-0.24	1.95
0.64	0.45	2.40
-0.80	-0.67	1.39
0.20	0.15	2.56
0.17	0.13	3.26
0.43	0.36	2.08
-0.20	-0.07	1.79
0.07	0.03	2.71
0.63	0.42	2.94
0.57	0.43	1.95
0.76	0.57	2.08
0.72	0.52	2.77
0.42	0.31	3.37
0.56	0.38	3.18
0.36	0.23	3.30
0.10	0.05	2.64
-0.43	-0.33	1.95
0.14	0.07	1.79
0.43	0.29	2.08
0.52	0.33	2.94
0.32	0.24	1.95
-0.01	-0.02	2.40
0.90	0.80	1.61
-0.10	0.00	1.61
-0.45	-0.22	2.20
0.70	0.60	1.61
-0.20	0.00	1.39
0.25	0.18	3.00
1.00	1.00	0.69
-0.00	-0.01	2.71
0.00	0.00	1.39
0.40	0.33	1.39
-0.29	-0.14	2.08
0.05	-0.02	2.40
1.00	1.00	0.69
0.07	0.07	2.08
0.02	0.02	2.40
1.00	1.00	0.69
0.74	0.50	2.08
0.33	0.23	3.14
0.52	0.43	2.94
-0.14	-0.05	1.95
0.20	0.10	2.64
0.04	0.02	2.77
-0.09	-0.07	1.79
-0.40	-0.33	1.39
1.00	1.00	0.69
0.56	0.42	3.64
0.48	0.35	3.43
0.27	0.19	3.00
-0.30	-0.24	2.71
0.60	0.40	1.61
0.40	0.28	2.20
0.29	0.29	2.08
0.13	0.13	2.94
0.39	0.33	2.48
0.26	0.20	1.79
0.46	0.24	1.95
0.10	0.00	1.61
0.70	0.60	1.61
0.18	0.11	2.20
0.20	0.00	1.39
-0.50	-0.33	1.10
0.86	0.71	1.95
0.14	0.07	1.79
0.33	0.28	2.20
0.53	0.38	3.61
0.27	0.18	2.71
0.76	0.57	2.08
0.04	0.03	3.18
0.32	0.14	1.95
0.33	0.24	2.30
0.57	0.43	2.77
-0.20	0.00	1.39
0.41	0.30	2.64
-1.00	-1.00	1.10
0.35	0.23	3.22
0.50	0.43	2.08
-0.31	-0.14	2.08
0.53	0.38	2.56
0.37	0.33	1.79
0.50	0.33	1.10
0.29	0.21	2.64
-0.25	-0.24	1.95
0.90	0.80	1.61
-0.26	-0.20	1.79
-0.20	-0.20	1.61
0.59	0.46	2.56
-0.31	-0.24	2.30
0.24	0.07	2.08
0.60	0.43	2.08
-0.25	-0.28	2.20
-0.43	-0.33	1.79
0.70	0.60	1.61
0.10	0.07	2.08
0.51	0.39	2.94
-1.00	-1.00	0.69
-0.60	-0.47	1.79
0.30	0.22	3.00
0.07	0.05	3.22
0.63	0.49	2.40
-0.25	-0.17	2.20
0.38	0.21	2.08
0.16	0.13	2.40
0.40	0.31	2.56
0.09	0.06	2.48
-0.40	-0.33	1.39
0.44	0.30	3.64
0.30	0.20	2.77
0.54	0.37	2.71
0.68	0.52	1.95
-0.80	-0.67	1.39
0.67	0.44	2.20
0.25	0.20	2.40
-0.32	-0.19	2.94
0.19	0.15	2.56
0.36	0.36	2.08
0.34	0.27	2.48
-0.01	-0.02	2.40
0.43	0.36	2.08
0.80	0.67	1.39
0.30	0.20	1.61
0.40	0.40	1.61
0.44	0.36	2.89
0.48	0.28	2.20
0.51	0.36	2.56
0.63	0.40	2.77
0.38	0.26	3.09
0.03	0.03	2.77
0.52	0.36	2.08
0.30	0.22	2.20
0.26	0.07	1.79
-0.20	0.00	1.39
0.22	0.15	3.18
0.37	0.24	2.94
0.70	0.60	1.61
-0.55	-0.43	2.08
0.40	0.35	2.40
-0.08	-0.09	2.48
0.18	0.17	2.20
0.32	0.24	1.95
0.30	0.21	2.48
0.40	0.40	1.61
0.43	0.29	2.08
0.40	0.33	1.39
0.14	0.12	2.83
0.61	0.43	1.95
0.06	0.04	3.64
0.39	0.24	1.95
-0.13	-0.11	2.20
-0.60	-0.40	1.61
0.26	0.18	2.56
0.18	-0.02	2.30
0.37	0.33	1.79
0.12	0.06	2.94
0.82	0.72	2.20
0.66	0.45	2.40
-0.54	-0.33	1.79
-0.40	-0.33	1.39
0.30	0.20	1.61
0.07	0.07	2.08
0.31	0.20	3.00
-0.29	-0.29	2.08
-1.00	-1.00	0.69
1.00	1.00	1.10
0.54	0.47	1.79
0.22	0.14	2.71
0.60	0.40	1.61
0.52	0.35	3.58
-0.20	-0.17	2.20
0.10	0.07	3.22
0.32	0.21	2.64
0.60	0.44	2.20
0.67	0.45	2.71
0.33	0.25	2.77
0.00	-0.02	3.40
0.38	0.26	3.69
-0.12	-0.10	2.56
0.66	0.49	2.64
0.63	0.46	3.04
0.58	0.39	2.20
0.67	0.50	2.08
0.60	0.40	1.61
0.16	0.11	3.09
0.29	0.19	2.64
-0.31	-0.23	2.56
-0.68	-0.49	2.40
0.76	0.57	2.08
0.36	0.19	3.37
-0.12	-0.14	2.08
0.37	0.29	2.30
0.83	0.67	2.20
0.50	0.33	1.10
0.71	0.57	2.08
0.53	0.38	3.30
0.52	0.38	2.30
1.00	1.00	1.10
0.02	0.00	2.20
0.51	0.38	2.40
0.06	0.04	3.66
0.47	0.34	3.14
0.50	0.38	2.30
0.37	0.18	2.48
0.47	0.33	3.22
0.12	0.09	2.71
0.33	0.22	2.20
0.39	0.28	3.71
0.14	0.08	2.56
1.00	1.00	0.69
-0.50	-0.40	1.61
-1.00	-1.00	0.69
0.36	0.33	1.95
-0.50	-0.33	1.10
0.14	0.07	1.79
0.38	0.21	2.08
0.11	0.14	1.95
-1.00	-1.00	0.69
-0.05	0.00	2.08
-0.17	-0.16	2.40
0.73	0.61	2.20
0.17	0.16	2.40
0.40	0.33	1.39
0.00	0.00	1.39
0.71	0.58	2.48
0.50	0.33	1.10
0.40	0.33	1.39
-1.00	-1.00	0.69
0.24	0.18	3.14
-0.03	-0.07	1.79
-0.80	-0.67	1.39
0.40	0.28	3.00
0.71	0.50	2.08
1.00	1.00	1.10
1.00	1.00	1.61
0.50	0.33	1.10
-0.71	-0.60	1.79
0.28	0.17	2.20
0.68	0.52	1.95
0.43	0.20	1.79
-0.30	-0.20	1.61
0.25	0.15	2.56
-0.31	-0.29	2.08
0.54	0.42	2.30
0.42	0.28	2.20
1.00	1.00	1.61
1.00	1.00	0.69
0.80	0.67	1.39
-0.26	-0.20	2.30
-0.50	-0.40	1.61
0.80	0.67	1.39
0.07	0.05	1.95
1.00	1.00	0.69
0.47	0.36	3.26
0.50	0.33	1.10
0.00	0.00	1.61
-0.50	-0.33	1.10
0.80	0.67	1.39
0.30	0.20	1.61
0.50	0.20	1.61
-0.40	-0.33	1.39
-0.45	-0.24	2.48
0.07	0.06	2.20
0.20	0.16	2.30
-0.50	-0.43	1.95
-0.16	-0.14	2.71
-0.09	-0.20	1.79
0.57	0.43	1.95
0.00	0.00	1.39
-0.50	-0.33	1.10
0.58	0.36	2.56
-0.60	-0.33	1.39
-0.66	-0.56	2.30
0.30	0.20	1.61
0.08	0.02	2.30
0.37	0.33	1.79
0.38	0.26	3.09
0.34	0.25	2.89
0.10	0.07	2.08
0.35	0.25	2.83
0.00	0.00	1.39
0.88	0.71	2.08
0.61	0.42	3.14
0.81	0.67	2.56
0.05	0.05	3.04
0.39	0.31	2.71
0.36	0.29	2.30
0.24	0.21	2.08
-0.80	-0.67	1.39
0.32	0.14	1.95
-0.19	-0.12	2.48
1.00	1.00	0.69
0.17	0.11	2.20
-0.80	-0.67	1.39
0.57	0.36	2.48
0.31	0.18	2.48
0.60	0.42	2.30
0.11	0.02	2.40
0.71	0.57	2.08
0.57	0.43	1.95
1.00	1.00	0.69
0.32	0.13	2.40
0.45	0.30	2.77
-0.09	-0.07	1.79
0.66	0.55	2.48
0.64	0.43	2.08
0.60	0.33	1.79
0.26	0.23	2.56
0.64	0.52	1.95
0.70	0.60	1.61
0.80	0.67	1.39
0.77	0.60	1.79
0.21	0.33	1.95
0.17	0.12	2.77
0.66	0.48	3.09
-0.03	0.07	1.79
0.17	0.07	3.00
0.80	0.67	1.39
-1.00	-1.00	1.10
0.29	0.21	2.08
1.00	1.00	1.39
-1.00	-1.00	0.69
-0.50	-0.33	1.10
1.00	1.00	1.10
1.00	1.00	1.61
0.37	0.20	1.79
0.80	0.60	1.61
0.21	0.24	1.95
0.68	0.51	2.30
0.42	0.30	2.48
-0.57	-0.43	2.08
0.00	0.20	1.61
-1.00	-1.00	1.10
0.89	0.73	1.79
0.80	0.67	1.39
0.32	0.24	1.95
0.71	0.52	1.95
0.44	0.28	2.83
0.41	0.27	2.40
0.58	0.44	2.20
0.33	0.22	2.89
0.09	0.08	2.94
0.62	0.43	2.83
0.50	0.35	3.43
0.28	0.17	3.78
0.67	0.44	2.20
0.40	0.28	2.89
0.80	0.67	1.39
-0.80	-0.67	1.39
-0.80	-0.67	1.39
-0.40	-0.33	1.39
0.12	0.07	2.08
0.29	0.20	2.77
0.50	0.33	1.10
0.35	0.21	3.09
0.30	0.24	2.94
0.75	0.62	1.95
-0.40	-0.33	1.39
0.63	0.44	2.20
1.00	1.00	0.69
0.00	-0.20	1.61
0.79	0.62	1.95
-1.00	-1.00	0.69
-0.50	-0.33	1.10
-1.00	-1.00	1.39
0.50	0.33	1.10
0.32	0.16	2.40
1.00	1.00	0.69
-1.00	-1.00	0.69
0.19	0.14	2.89
-0.02	0.00	2.08
0.50	0.33	1.10
0.50	0.33	1.10
1.00	1.00	0.69
0.65	0.49	2.40
0.50	0.36	2.48
0.80	0.67	1.39
0.40	0.33	1.39
0.80	0.67	1.39
1.00	1.00	0.69
-1.00	-1.00	0.69
0.20	0.20	1.61
0.62	0.40	3.00
0.09	0.07	1.79
0.47	0.41	2.56
0.25	0.21	2.56
0.50	0.40	1.61
0.51	0.37	2.71
-0.50	-0.40	1.61
-0.22	-0.13	2.40
0.40	0.33	1.39
0.09	0.06	2.94
0.40	0.40	1.61
0.30	0.20	1.61
0.40	0.33	1.39
-0.14	-0.05	1.95
0.33	0.36	2.08
0.33	0.22	2.20
0.76	0.56	2.40
0.00	0.00	1.39
-0.14	-0.24	1.95
0.35	0.28	2.56
0.80	0.67	1.39
0.17	0.12	2.48
0.51	0.33	2.71
-1.00	-1.00	0.69
-1.00	-1.00	1.10
0.01	0.03	2.48
0.38	0.31	2.83
0.44	0.35	2.71
0.77	0.59	2.94
0.14	0.07	1.79
-0.26	-0.21	2.08
0.12	0.09	2.40
0.26	0.11	2.30
0.30	0.20	1.61
0.60	0.40	1.61
0.35	0.30	2.77
0.16	0.14	2.71
-0.50	-0.33	1.10
0.04	0.02	2.94
0.41	0.32	3.09
0.36	0.25	3.58
0.05	0.05	2.71
0.18	0.05	1.95
-0.50	-0.33	1.10
0.65	0.47	2.30
0.32	0.24	1.95
0.45	0.30	2.48
0.15	0.14	2.89
0.50	0.39	3.09
0.72	0.51	2.30
-0.02	-0.03	3.09
0.50	0.36	2.08
-0.27	-0.22	2.20
-0.10	0.00	1.61
0.57	0.45	2.40
0.54	0.33	1.79
0.67	0.44	2.20
0.64	0.45	2.48
0.50	0.33	1.10
0.26	0.14	2.08
0.83	0.73	1.79
0.82	0.62	1.95
0.61	0.39	2.71
-0.31	-0.20	1.79
0.50	0.33	1.10
0.36	0.24	2.83
0.21	0.14	1.95
0.47	0.39	2.20
0.00	0.00	2.08
0.03	0.00	2.48
0.38	0.30	2.48
0.54	0.33	1.95
0.37	0.33	1.79
0.50	0.33	1.10
1.00	1.00	0.69
0.90	0.80	1.61
0.09	0.07	1.79
-0.26	-0.16	2.30
-0.14	-0.12	2.77
0.22	0.10	2.71
0.37	0.30	2.64
0.50	0.38	2.30
0.16	0.11	2.30
0.30	0.22	2.71
0.50	0.33	1.10
0.72	0.56	2.30
1.00	1.00	1.39
-0.56	-0.42	2.30
0.46	0.33	1.95
-0.05	-0.06	2.20
0.44	0.27	2.40
0.46	0.33	3.43
0.30	0.20	1.61
0.27	0.21	2.64
0.42	0.33	2.20
0.03	0.01	2.83
0.20	0.14	2.71
0.70	0.60	1.61
0.48	0.33	2.89
0.61	0.46	3.04
0.12	0.16	2.30
0.38	0.22	2.20
0.51	0.32	3.26
0.20	0.16	2.40
0.55	0.38	3.42
0.47	0.37	2.94
0.23	0.14	3.26
-0.08	-0.06	2.48
-0.14	-0.07	1.79
0.56	0.42	2.30
0.80	0.67	1.39
-1.00	-1.00	0.69
0.17	0.15	2.89
0.51	0.37	2.83
-0.77	-0.60	1.79
0.26	0.16	2.30
-1.00	-1.00	1.10
0.23	0.27	2.64
-0.43	-0.29	2.08
0.13	0.05	2.56
0.03	0.07	1.79
0.30	0.20	1.61
0.53	0.38	3.33
0.47	0.33	3.58
0.80	0.67	1.39
0.06	0.01	2.71
0.67	0.54	2.64
0.53	0.36	3.53
0.31	0.22	3.58
0.38	0.33	2.20
-0.30	-0.20	1.61
0.55	0.41	2.56
0.51	0.40	3.04
0.62	0.41	2.71
0.55	0.41	2.83
0.48	0.33	2.30
0.40	0.30	2.64
0.82	0.71	1.95
0.70	0.60	1.61
1.00	1.00	1.10
0.18	0.12	3.09
0.24	0.11	2.30
-0.02	0.11	2.30
0.18	0.18	2.56
-0.50	-0.33	1.10
0.27	0.28	2.20
0.75	0.57	2.83
0.50	0.33	1.10
-1.00	-1.00	0.69
0.12	0.08	2.94
0.28	0.21	3.04
0.17	0.16	2.40
0.64	0.52	1.95
0.40	0.33	1.39
-0.18	-0.14	1.95
-0.05	0.00	2.08
0.10	0.00	1.61
0.60	0.40	1.61
0.50	0.40	1.61
0.17	0.11	3.64
-0.12	-0.08	2.64
-0.09	-0.20	1.79
0.13	0.07	2.89
-0.60	-0.47	1.79
0.76	0.57	2.08
0.50	0.33	1.10
0.52	0.39	2.48
0.34	0.27	2.48
0.60	0.47	1.79
0.15	0.10	3.04
-1.00	-1.00	1.39
0.10	0.00	1.61
0.44	0.31	3.14
0.83	0.60	1.79
0.45	0.32	2.89
0.60	0.40	1.61
0.77	0.60	1.79
0.80	0.67	1.39
0.14	0.16	2.30
-0.12	-0.07	2.08
-0.20	-0.20	1.61
nan	nan	0.00
0.43	0.33	1.95
0.94	0.87	1.79
0.40	0.33	1.39
0.71	0.52	1.95
0.16	0.12	3.22
0.14	0.07	1.79
0.68	0.52	1.95
0.80	0.67	1.39
-0.03	-0.02	2.40
-0.26	-0.20	1.79
0.55	0.39	2.20
-0.43	-0.29	2.08
0.30	0.20	2.77
0.39	0.29	2.94
0.22	0.13	2.77
0.31	0.19	3.09
0.61	0.51	2.30
-0.30	-0.20	1.61
-0.10	0.00	1.61
0.46	0.34	3.00
1.00	1.00	0.69
1.00	1.00	0.69
0.43	0.39	2.20
0.52	0.43	2.08
0.38	0.28	2.20
0.33	0.28	2.20
0.20	0.00	1.39
1.00	1.00	1.39
0.12	0.07	2.30
0.11	0.05	1.95
0.56	0.43	2.64
0.80	0.67	1.39
0.19	0.10	2.64
1.00	1.00	1.39
0.00	-0.20	1.61
0.16	0.11	2.30
0.44	0.31	3.22
0.75	0.56	2.40
0.46	0.35	2.83
0.30	0.20	1.61
-0.20	0.00	1.39
1.00	1.00	1.10
-0.12	-0.09	2.48
-0.50	-0.33	1.10
0.47	0.39	2.20
0.68	0.50	2.20
-0.42	-0.17	2.20
0.05	0.11	2.30
0.22	0.17	2.20
-0.50	-0.33	1.10
0.52	0.36	2.56
0.00	0.20	1.61
-1.00	-1.00	0.69
0.20	0.00	1.39
0.13	0.08	2.94
-0.05	-0.06	2.20
0.50	0.29	2.83
-0.16	-0.11	3.14
0.33	0.27	2.77
0.28	0.18	2.48
0.55	0.39	2.94
0.55	0.36	2.08
0.23	0.18	2.48
-0.40	-0.33	1.39
0.49	0.36	2.56
0.23	0.17	2.20
0.25	0.14	3.04
0.28	0.17	2.20
1.00	1.00	0.69
0.21	0.17	3.04
0.55	0.38	2.30
0.03	-0.07	1.79
0.28	0.23	2.56
0.22	0.16	2.30
-0.10	0.00	1.61
-0.32	-0.33	1.95
-0.26	-0.20	1.79
0.27	0.16	3.00
0.50	0.20	1.61
0.40	0.40	1.61
0.33	0.23	2.89
0.15	0.15	2.56
0.27	0.17	2.20
-0.19	-0.07	2.08
-1.00	-1.00	1.39
0.38	0.21	2.48
0.28	0.17	2.94
0.66	0.60	1.79
0.50	0.36	2.08
-0.18	-0.14	1.95
0.07	0.07	2.30
0.60	0.47	1.79
0.18	0.12	3.58
0.03	0.01	2.71
0.54	0.41	2.71
0.42	0.29	3.22
-0.07	0.07	2.08
0.76	0.64	2.30
0.88	0.79	2.08
-0.29	-0.18	2.48
0.18	0.15	2.48
1.00	1.00	0.69
0.09	0.07	2.30
0.06	0.03	2.89
0.21	0.14	2.08
1.00	1.00	0.69
0.51	0.36	2.64
0.52	0.43	2.08
0.20	0.18	2.71
-0.10	-0.07	2.08
0.49	0.33	1.79
1.00	1.00	1.10
0.17	0.12	2.71
0.10	0.07	2.08
-0.02	-0.07	2.30
-0.11	-0.14	1.95
0.46	0.32	2.83
-0.09	-0.09	2.40
0.10	0.00	1.61
0.43	0.33	1.79
0.40	0.40	1.61
0.36	0.35	2.77
-0.19	-0.12	2.77
0.43	0.29	2.08
-1.00	-1.00	0.69
-0.40	-0.33	1.39
1.00	1.00	1.10
0.37	0.20	2.30
-0.29	-0.24	1.95
-0.20	0.00	1.39
0.55	0.27	2.40
0.18	0.14	1.95
0.26	0.20	1.79
0.20	0.20	1.61
0.44	0.26	2.56
0.34	0.24	2.40
0.47	0.31	2.89
0.14	0.07	2.08
-0.43	-0.33	1.79
0.90	0.80	1.61
0.46	0.33	2.77
-0.54	-0.47	1.79
-1.00	-1.00	0.69
-0.40	-0.40	1.61
0.26	0.23	2.56
-0.60	-0.33	1.39
-1.00	-1.00	0.69
-0.11	-0.04	2.83
-0.45	-0.32	2.64
-0.30	-0.20	1.61
0.09	0.07	1.79
0.19	0.20	2.30
0.49	0.33	1.79
0.37	0.27	2.40
-0.50	-0.33	1.10
0.03	0.08	2.64
-0.49	-0.33	1.79
1.00	1.00	1.10
0.00	-0.07	2.08
-0.80	-0.67	1.39
0.49	0.42	2.40
-0.11	0.05	1.95
0.57	0.43	1.95
-0.48	-0.33	2.20
0.00	0.00	1.39
0.40	0.26	2.71
