Spearman	Kendall	MutualInformation
0.75	0.62	1.95
0.80	0.60	1.61
0.71	0.62	1.95
0.72	0.58	2.71
0.57	0.37	3.14
0.59	0.41	3.33
0.57	0.43	1.95
1.00	1.00	1.10
0.80	0.67	1.39
0.40	0.33	1.39
0.49	0.33	1.79
0.57	0.42	3.43
1.00	1.00	1.39
0.58	0.45	2.40
0.40	0.33	1.39
1.00	1.00	1.39
0.53	0.37	2.89
0.53	0.38	2.56
0.20	0.00	1.39
0.21	0.15	2.77
0.10	0.00	1.61
0.53	0.45	2.64
0.70	0.60	1.61
0.81	0.60	2.40
-0.20	-0.20	1.61
0.93	0.83	2.20
0.75	0.56	2.71
0.60	0.40	1.61
0.22	0.11	2.30
0.76	0.64	2.08
0.93	0.78	2.40
0.68	0.53	2.40
0.62	0.44	2.20
0.26	0.18	2.48
0.65	0.49	3.04
0.80	0.62	2.71
0.56	0.40	3.85
0.79	0.63	3.22
0.45	0.28	3.30
0.62	0.45	2.48
0.46	0.24	1.95
0.20	0.07	1.79
0.69	0.49	3.47
0.71	0.50	3.04
0.70	0.59	2.56
0.62	0.50	2.08
0.37	0.33	1.79
0.78	0.61	3.22
0.74	0.56	2.94
0.56	0.40	3.14
0.79	0.64	2.40
0.62	0.38	2.30
0.31	0.21	3.40
0.58	0.45	3.09
0.80	0.67	2.20
0.36	0.24	1.95
1.00	1.00	1.10
0.67	0.44	2.20
0.57	0.41	2.56
0.77	0.55	3.53
0.59	0.42	3.43
0.68	0.51	3.22
0.79	0.59	3.14
0.60	0.40	1.61
0.92	0.78	2.30
0.24	0.14	2.08
-0.10	0.00	1.61
0.72	0.44	2.20
0.83	0.68	3.04
0.35	0.26	2.83
0.71	0.47	1.79
0.54	0.40	3.04
-0.10	0.00	1.61
0.21	0.24	2.30
0.40	0.33	1.39
1.00	1.00	1.10
0.71	0.56	2.56
0.72	0.56	2.71
0.79	0.63	2.64
0.73	0.61	2.20
0.71	0.50	3.43
0.82	0.64	2.56
-0.67	-0.50	2.08
0.80	0.67	1.39
-1.00	-1.00	0.69
0.17	0.14	2.08
0.64	0.47	3.26
0.33	0.20	2.30
0.70	0.49	2.40
0.71	0.54	2.83
0.70	0.49	3.22
-1.00	-1.00	0.69
0.80	0.67	1.39
0.37	0.33	1.79
0.52	0.36	2.08
0.51	0.30	2.71
0.63	0.49	3.00
-0.03	-0.07	1.79
0.00	0.00	1.61
1.00	1.00	0.69
0.71	0.62	1.95
0.69	0.56	2.40
0.67	0.49	2.56
0.47	0.32	2.77
0.68	0.51	3.26
0.59	0.43	3.22
0.44	0.32	2.77
0.57	0.38	3.09
0.62	0.41	2.64
0.74	0.56	3.04
0.60	0.40	1.61
0.60	0.47	1.79
0.70	0.60	1.61
0.67	0.50	2.20
0.69	0.54	2.56
0.29	0.24	1.95
0.71	0.53	2.40
0.80	0.67	1.39
1.00	1.00	1.39
0.25	0.18	2.56
0.54	0.40	3.26
0.76	0.57	2.08
0.77	0.60	1.79
0.20	0.18	2.71
0.43	0.27	2.94
0.82	0.71	1.95
0.62	0.36	2.08
0.85	0.67	2.77
0.58	0.41	3.37
0.79	0.59	3.18
0.76	0.58	3.30
0.55	0.41	2.64
-0.07	-0.05	1.95
0.37	0.33	1.79
0.76	0.57	2.08
0.65	0.45	2.94
0.68	0.52	1.95
0.48	0.35	2.40
0.80	0.60	1.61
-0.40	-0.40	1.61
0.13	0.06	2.20
0.70	0.60	1.61
0.80	0.67	1.39
0.52	0.38	3.00
1.00	1.00	0.69
0.30	0.22	2.71
-0.40	-0.33	1.39
0.40	0.33	1.39
0.64	0.43	2.08
0.58	0.38	2.40
-1.00	-1.00	0.69
0.36	0.21	2.08
0.21	0.05	2.40
1.00	1.00	0.69
0.81	0.71	2.08
0.44	0.30	3.14
0.75	0.56	2.94
0.64	0.43	1.95
0.50	0.36	2.64
0.58	0.45	2.77
1.00	1.00	1.79
0.40	0.33	1.39
1.00	1.00	0.69
0.65	0.47	3.64
0.76	0.55	3.43
0.89	0.72	3.00
0.16	0.12	2.71
0.90	0.80	1.61
0.30	0.22	2.20
0.74	0.64	2.08
0.58	0.42	2.94
0.58	0.45	2.48
0.37	0.33	1.79
0.18	0.05	1.95
0.70	0.60	1.61
0.10	0.00	1.61
0.55	0.28	2.20
0.20	0.00	1.39
-1.00	-1.00	1.10
0.89	0.81	1.95
0.31	0.20	1.79
0.42	0.33	2.20
0.77	0.57	3.61
0.56	0.43	2.71
0.67	0.50	2.08
0.63	0.43	3.18
0.29	0.24	1.95
0.49	0.38	2.30
0.90	0.80	2.77
-0.20	0.00	1.39
0.64	0.43	2.64
1.00	1.00	1.10
0.77	0.54	3.22
0.42	0.28	2.20
0.48	0.36	2.08
0.33	0.21	2.08
0.66	0.56	2.56
0.60	0.47	1.79
1.00	1.00	1.10
0.64	0.43	2.64
0.61	0.52	1.95
0.90	0.80	1.61
0.60	0.47	1.79
0.30	0.20	1.61
0.62	0.41	2.56
0.72	0.56	2.30
0.29	0.14	2.08
0.74	0.57	2.08
-0.07	0.00	2.20
0.14	0.07	1.79
0.80	0.60	1.61
0.45	0.29	2.08
0.92	0.79	2.94
1.00	1.00	0.69
0.54	0.47	1.79
0.73	0.56	3.00
0.56	0.39	3.22
0.86	0.71	2.40
0.70	0.44	2.20
0.50	0.36	2.08
0.76	0.64	2.40
0.60	0.38	2.56
0.29	0.18	2.48
0.00	0.00	1.39
0.82	0.62	3.64
0.47	0.33	2.77
0.38	0.31	2.71
0.36	0.33	1.95
0.00	0.00	1.39
0.25	0.17	2.20
0.35	0.24	2.40
0.56	0.39	2.94
0.73	0.54	2.56
0.88	0.71	2.08
0.50	0.33	2.48
0.22	0.20	2.40
0.57	0.36	2.08
0.60	0.33	1.39
-0.20	-0.20	1.61
1.00	1.00	1.61
0.65	0.49	2.89
0.65	0.50	2.20
0.71	0.51	2.56
0.67	0.53	2.77
0.73	0.53	3.09
0.61	0.38	2.77
0.29	0.21	2.08
0.30	0.22	2.20
0.77	0.60	1.79
1.00	1.00	1.39
0.62	0.42	3.18
0.62	0.50	2.94
0.90	0.80	1.61
0.12	0.07	2.08
0.66	0.53	2.40
0.43	0.36	2.48
0.47	0.28	2.20
0.86	0.71	1.95
0.74	0.55	2.48
0.20	0.20	1.61
-0.48	-0.36	2.08
0.40	0.33	1.39
0.71	0.51	2.83
-0.07	-0.05	1.95
0.45	0.32	3.64
0.96	0.90	1.95
0.57	0.44	2.20
-0.30	-0.20	1.61
0.34	0.21	2.56
0.28	0.11	2.30
0.26	0.20	1.79
0.39	0.26	2.94
0.58	0.50	2.20
0.60	0.49	2.40
0.31	0.20	1.79
0.20	0.00	1.39
1.00	1.00	1.61
0.69	0.43	2.08
0.63	0.42	3.00
0.36	0.29	2.08
1.00	1.00	0.69
0.50	0.33	1.10
0.60	0.47	1.79
0.27	0.14	2.71
0.80	0.60	1.61
0.77	0.55	3.58
0.68	0.39	2.20
0.75	0.52	3.22
0.69	0.54	2.64
0.75	0.67	2.20
0.59	0.41	2.71
0.65	0.52	2.77
0.57	0.39	3.40
0.55	0.42	2.48
0.55	0.40	3.69
0.39	0.28	2.56
0.70	0.49	2.64
0.85	0.65	3.04
0.80	0.67	2.20
0.62	0.43	2.08
1.00	1.00	1.61
0.36	0.26	3.09
0.80	0.60	2.64
0.58	0.39	2.20
0.36	0.28	2.56
0.90	0.82	2.40
0.52	0.43	2.08
0.70	0.46	3.37
0.31	0.21	2.08
0.90	0.78	2.30
0.90	0.78	2.20
-0.50	-0.33	1.10
0.79	0.64	2.08
0.75	0.58	3.30
0.92	0.78	2.30
0.50	0.33	1.10
0.47	0.33	2.20
0.66	0.53	2.40
0.60	0.44	3.66
0.83	0.63	3.14
0.70	0.56	2.30
0.79	0.61	2.48
0.55	0.41	3.22
0.66	0.50	2.71
0.77	0.50	2.20
0.53	0.38	3.00
0.68	0.49	3.71
0.57	0.38	2.56
1.00	1.00	0.69
0.90	0.80	1.61
-1.00	-1.00	0.69
-0.29	-0.24	1.95
1.00	1.00	1.10
0.60	0.47	1.79
0.76	0.57	2.08
0.46	0.33	1.95
-1.00	-1.00	0.69
0.86	0.71	2.08
0.05	0.02	2.40
0.95	0.83	2.20
0.94	0.82	2.40
0.20	0.00	1.39
0.60	0.33	1.39
0.89	0.76	2.48
1.00	1.00	1.10
0.40	0.33	1.39
1.00	1.00	0.69
0.36	0.23	3.14
0.09	0.20	1.79
1.00	1.00	1.39
0.69	0.51	3.00
0.67	0.50	2.08
-0.50	-0.33	1.10
-0.20	-0.20	1.61
1.00	1.00	1.10
0.09	0.07	1.79
0.62	0.39	2.20
0.54	0.33	1.95
0.60	0.47	1.79
0.20	0.20	1.61
0.75	0.58	2.48
0.64	0.44	2.56
0.17	0.07	2.08
0.72	0.51	2.30
0.80	0.61	2.20
0.90	0.80	1.61
1.00	1.00	0.69
0.00	0.00	1.39
0.27	0.20	2.30
-0.40	-0.40	1.61
0.80	0.67	1.39
0.71	0.52	1.95
1.00	1.00	0.69
0.70	0.55	3.26
-1.00	-1.00	1.10
0.10	0.00	1.61
-0.50	-0.33	1.10
-0.80	-0.67	1.39
0.80	0.60	1.61
0.30	0.20	1.61
0.40	0.33	1.39
0.03	0.03	2.48
0.62	0.50	2.20
0.75	0.60	2.94
0.70	0.56	2.30
0.50	0.33	1.95
0.76	0.56	2.71
0.54	0.47	1.79
0.96	0.90	1.95
0.40	0.33	1.39
0.50	0.33	1.10
0.05	0.00	2.56
0.40	0.33	1.39
0.38	0.29	2.30
0.90	0.80	1.61
0.58	0.38	2.30
0.37	0.07	1.79
0.56	0.42	3.09
0.56	0.40	2.89
-0.12	-0.14	2.08
0.32	0.25	2.83
0.60	0.33	1.39
0.59	0.42	3.09
0.40	0.29	2.08
0.71	0.49	3.14
0.66	0.46	2.56
0.66	0.44	3.04
0.59	0.41	2.71
0.77	0.60	2.30
0.48	0.36	2.08
0.40	0.33	1.39
0.14	0.05	1.95
0.40	0.27	2.48
-1.00	-1.00	0.69
0.32	0.22	2.20
-0.40	-0.33	1.39
0.83	0.70	2.48
0.62	0.45	2.48
0.22	0.11	2.30
0.44	0.35	2.40
0.50	0.29	2.08
0.96	0.90	1.95
1.00	1.00	0.69
0.87	0.67	2.40
0.65	0.45	2.77
0.77	0.60	1.79
0.76	0.58	2.48
1.00	1.00	1.10
-0.05	0.00	2.08
0.71	0.47	1.79
0.45	0.26	2.56
0.54	0.43	1.95
0.60	0.40	1.61
0.80	0.67	1.39
0.66	0.47	1.79
0.43	0.33	1.95
0.91	0.75	3.00
0.74	0.57	2.77
0.67	0.51	3.09
0.66	0.60	1.79
0.66	0.53	3.00
0.00	0.00	1.39
-1.00	-1.00	1.10
0.50	0.36	2.08
1.00	1.00	1.39
1.00	1.00	0.69
-0.50	-0.33	1.10
-0.50	-0.33	1.10
0.60	0.40	1.61
0.66	0.47	1.79
0.70	0.60	1.61
0.29	0.24	1.95
0.48	0.33	2.30
0.68	0.45	2.48
0.17	0.14	2.08
0.50	0.40	1.61
0.50	0.33	1.10
0.03	0.07	1.79
0.80	0.67	1.39
0.71	0.52	1.95
0.96	0.90	1.95
0.64	0.44	2.83
0.15	0.18	2.56
0.62	0.43	2.08
0.73	0.56	2.40
0.70	0.44	2.20
0.64	0.46	2.89
0.54	0.38	2.94
0.71	0.56	2.83
0.67	0.50	3.43
0.52	0.35	3.78
0.62	0.39	2.20
0.48	0.33	2.89
0.80	0.67	1.39
0.00	0.00	1.39
0.40	0.33	1.39
-0.20	0.00	1.39
0.64	0.50	2.08
0.64	0.45	2.77
1.00	1.00	1.10
0.66	0.48	3.09
0.56	0.42	2.94
0.75	0.62	1.95
-0.40	-0.33	1.39
0.73	0.50	2.20
1.00	1.00	0.69
0.30	0.20	1.61
0.39	0.24	1.95
-1.00	-1.00	0.69
0.50	0.33	1.10
0.40	0.33	1.39
-0.50	-0.33	1.10
0.57	0.38	2.40
-1.00	-1.00	0.69
1.00	1.00	0.69
0.58	0.44	2.89
0.40	0.21	2.08
0.50	0.33	1.10
0.50	0.33	1.10
-1.00	-1.00	0.69
0.72	0.49	2.40
0.64	0.45	2.48
0.20	0.00	1.39
0.20	0.00	1.39
-0.20	0.00	1.39
-1.00	-1.00	0.69
-1.00	-1.00	0.69
0.10	0.00	1.61
0.74	0.56	3.00
0.14	0.20	1.79
0.70	0.54	2.56
0.46	0.36	2.56
0.80	0.60	1.61
0.59	0.39	2.71
0.30	0.20	1.61
0.29	0.20	2.40
1.00	1.00	1.39
0.78	0.56	2.20
0.78	0.57	2.94
0.90	0.80	1.61
0.20	0.20	1.61
0.40	0.33	1.39
0.07	0.05	1.95
0.62	0.50	2.08
0.70	0.56	2.20
0.76	0.60	2.40
0.00	0.00	1.39
0.14	0.14	1.95
0.52	0.38	2.56
0.40	0.33	1.39
0.76	0.58	2.48
0.74	0.60	2.71
1.00	1.00	0.69
0.89	0.81	1.95
0.50	0.33	1.10
0.63	0.39	2.48
0.75	0.57	2.83
0.55	0.43	2.71
0.75	0.56	2.94
0.26	0.20	1.79
0.90	0.79	2.08
0.55	0.42	2.40
0.37	0.29	2.30
0.72	0.52	2.71
0.90	0.80	1.61
1.00	1.00	1.61
0.27	0.22	2.77
0.34	0.22	2.71
0.50	0.33	1.10
0.42	0.35	2.94
0.68	0.51	3.09
0.56	0.40	3.58
0.47	0.37	2.71
0.43	0.24	1.95
-0.50	-0.33	1.10
0.68	0.51	2.30
0.86	0.71	1.95
0.52	0.39	2.48
0.53	0.37	2.89
0.77	0.56	3.09
0.92	0.78	2.30
0.65	0.48	3.09
0.55	0.36	2.08
0.70	0.50	2.20
0.60	0.40	1.61
0.73	0.60	2.40
0.66	0.60	1.79
0.80	0.61	2.20
0.74	0.55	2.48
1.00	1.00	1.10
0.71	0.57	2.08
0.71	0.60	1.79
0.96	0.90	1.95
0.83	0.66	2.71
0.26	0.20	1.79
1.00	1.00	1.10
0.82	0.63	2.83
0.82	0.62	1.95
0.83	0.67	2.20
0.57	0.43	2.08
0.78	0.61	2.48
0.36	0.30	2.48
0.04	0.05	1.95
0.14	0.20	1.79
0.50	0.33	1.10
1.00	1.00	0.69
0.40	0.40	1.61
0.77	0.60	1.79
0.20	0.07	2.30
0.62	0.42	2.77
0.73	0.58	2.71
0.66	0.47	2.64
0.77	0.60	2.30
0.50	0.47	2.30
0.59	0.41	2.71
0.50	0.33	1.10
0.98	0.91	2.30
1.00	1.00	1.39
0.41	0.29	2.30
0.71	0.43	1.95
0.43	0.28	2.20
0.47	0.38	2.40
0.57	0.39	3.43
0.50	0.40	1.61
0.38	0.23	2.64
0.87	0.72	2.20
0.42	0.32	2.83
0.47	0.33	2.71
0.90	0.80	1.61
0.64	0.36	2.89
0.79	0.59	3.04
0.41	0.29	2.30
0.53	0.39	2.20
0.74	0.56	3.26
0.47	0.31	2.40
0.74	0.55	3.42
0.81	0.66	2.94
0.76	0.56	3.26
0.09	0.09	2.48
0.77	0.60	1.79
0.87	0.69	2.30
0.80	0.67	1.39
1.00	1.00	0.69
0.60	0.40	2.89
0.78	0.62	2.83
-0.60	-0.47	1.79
0.96	0.87	2.30
-1.00	-1.00	1.10
0.72	0.58	2.64
0.50	0.36	2.08
0.72	0.51	2.56
0.89	0.73	1.79
0.40	0.40	1.61
0.72	0.54	3.33
0.60	0.44	3.58
0.40	0.33	1.39
0.41	0.31	2.71
0.78	0.63	2.64
0.63	0.44	3.53
0.64	0.46	3.58
0.70	0.50	2.20
0.50	0.20	1.61
0.85	0.69	2.56
0.79	0.60	3.04
0.66	0.45	2.71
0.69	0.47	2.83
0.83	0.60	2.30
0.67	0.52	2.64
0.79	0.71	1.95
0.50	0.40	1.61
0.50	0.33	1.10
0.70	0.49	3.09
0.16	0.11	2.30
0.79	0.64	2.30
0.86	0.69	2.56
1.00	1.00	1.10
-0.08	-0.11	2.20
0.73	0.53	2.83
1.00	1.00	1.10
-1.00	-1.00	0.69
0.68	0.49	2.94
0.69	0.51	3.04
0.15	0.05	2.40
0.68	0.52	1.95
0.80	0.67	1.39
0.57	0.43	1.95
0.76	0.57	2.08
0.50	0.20	1.61
0.40	0.40	1.61
0.67	0.56	2.40
0.10	0.00	1.61
0.41	0.28	3.64
0.56	0.36	2.64
0.09	0.20	1.79
0.72	0.54	2.89
0.20	0.07	1.79
0.62	0.43	2.08
-0.50	-0.33	1.10
0.58	0.42	2.48
0.59	0.45	2.48
0.54	0.33	1.79
0.72	0.50	3.04
0.40	0.33	1.39
0.90	0.80	1.61
0.77	0.56	3.14
0.66	0.60	1.79
0.50	0.33	1.10
0.70	0.50	2.89
0.10	0.00	1.61
0.89	0.73	1.79
0.80	0.67	1.39
0.36	0.20	2.30
0.76	0.57	2.08
0.50	0.40	1.61
nan	nan	0.00
1.00	1.00	1.95
0.94	0.87	1.79
1.00	1.00	1.39
0.96	0.90	1.95
0.38	0.27	3.22
0.54	0.33	1.79
0.61	0.43	1.95
0.20	0.00	1.39
0.62	0.49	2.40
0.49	0.33	1.79
0.55	0.33	2.20
0.10	0.07	2.08
0.46	0.35	2.77
0.69	0.51	2.94
0.53	0.35	2.77
0.75	0.53	3.09
0.83	0.73	2.30
0.60	0.40	1.61
0.80	0.60	1.61
0.71	0.52	3.00
1.00	1.00	0.69
1.00	1.00	0.69
0.77	0.61	2.20
0.86	0.71	2.08
0.80	0.56	2.20
0.75	0.61	2.20
0.40	0.33	1.39
0.40	0.33	1.39
0.81	0.69	2.30
0.71	0.52	1.95
0.37	0.25	2.64
0.60	0.33	1.39
0.59	0.45	2.64
0.80	0.67	1.39
0.70	0.60	1.61
0.76	0.60	2.30
0.71	0.53	3.22
0.76	0.56	2.40
0.69	0.53	2.83
0.40	0.40	1.61
-0.40	-0.33	1.39
1.00	1.00	1.10
0.03	0.03	2.48
0.50	0.33	1.10
0.68	0.56	2.20
0.48	0.33	2.20
0.55	0.44	2.20
0.50	0.38	2.30
-0.15	-0.11	2.20
0.50	0.33	1.10
0.75	0.56	2.56
0.60	0.40	1.61
1.00	1.00	0.69
0.30	0.22	2.20
1.00	1.00	1.39
0.52	0.38	2.94
0.23	0.17	2.20
0.89	0.72	2.83
0.52	0.38	3.14
0.71	0.47	1.79
0.67	0.52	2.77
0.82	0.64	2.48
0.71	0.54	2.94
0.38	0.29	2.08
0.65	0.42	2.48
0.20	0.00	1.39
0.54	0.41	2.56
0.23	0.22	2.20
0.77	0.57	3.04
0.52	0.39	2.20
1.00	1.00	0.69
0.55	0.39	3.04
0.50	0.42	2.30
0.14	0.07	1.79
0.68	0.54	2.56
0.62	0.47	2.30
0.10	0.00	1.61
-0.11	-0.14	1.95
0.77	0.60	1.79
0.61	0.45	3.00
0.90	0.80	1.61
0.60	0.40	1.61
0.72	0.58	2.89
0.51	0.41	2.56
0.38	0.50	2.20
0.10	0.07	2.08
0.80	0.67	1.39
0.84	0.61	2.48
0.48	0.32	2.94
0.77	0.60	1.79
0.71	0.50	2.08
-0.07	-0.05	1.95
0.71	0.60	2.30
0.31	0.33	1.79
0.55	0.38	3.58
0.49	0.33	2.71
0.69	0.52	2.71
0.55	0.39	3.22
0.07	0.07	2.08
0.67	0.51	2.30
0.86	0.71	2.08
0.08	0.03	2.48
0.03	0.06	2.48
-1.00	-1.00	0.69
0.39	0.29	2.30
0.32	0.23	2.89
0.57	0.43	2.08
1.00	1.00	0.69
0.62	0.47	2.64
-0.26	-0.36	2.08
0.74	0.56	2.71
0.67	0.50	2.08
-0.26	-0.20	1.79
1.00	1.00	1.10
0.48	0.28	2.71
0.93	0.79	2.08
0.64	0.42	2.30
-0.11	-0.14	1.95
0.30	0.19	2.83
0.71	0.53	2.40
0.60	0.40	1.61
-0.09	-0.20	1.79
0.90	0.80	1.61
0.54	0.45	2.77
0.49	0.32	2.77
0.71	0.57	2.08
-1.00	-1.00	0.69
0.80	0.67	1.39
-0.50	-0.33	1.10
0.61	0.47	2.30
1.00	1.00	0.69
0.79	0.62	1.95
-0.80	-0.67	1.39
0.66	0.49	2.40
-0.04	-0.05	1.95
0.77	0.60	1.79
0.10	0.00	1.61
0.80	0.62	2.56
0.27	0.16	2.40
0.73	0.54	2.89
-0.17	-0.21	2.08
0.03	0.07	1.79
0.40	0.40	1.61
0.50	0.37	2.77
0.03	-0.07	1.79
1.00	1.00	0.69
0.30	0.20	1.61
0.30	0.21	2.56
0.80	0.67	1.39
