Spearman	Kendall	MutualInformation
0.53	0.36	3.14
1.00	1.00	1.61
-0.19	-0.16	2.30
0.47	0.36	2.56
0.49	0.34	2.64
1.00	1.00	1.10
0.33	0.22	3.26
1.00	1.00	1.39
0.58	0.43	3.04
0.86	0.69	2.89
0.84	0.68	2.71
0.45	0.30	2.64
-0.50	-0.33	1.10
0.75	0.55	2.48
-1.00	-1.00	0.69
0.62	0.47	2.83
0.58	0.36	2.56
0.51	0.42	2.40
1.00	1.00	1.10
0.41	0.27	3.30
0.44	0.32	3.22
0.86	0.76	2.64
0.58	0.45	2.77
0.58	0.43	2.71
0.69	0.52	2.77
0.72	0.56	2.30
0.90	0.80	1.61
0.80	0.63	2.64
0.55	0.42	2.40
0.86	0.71	2.08
0.70	0.53	3.00
0.69	0.46	3.18
-1.00	-1.00	0.69
0.55	0.42	2.48
0.83	0.61	2.48
0.14	0.14	2.64
0.69	0.47	3.09
0.45	0.33	2.56
0.69	0.48	3.00
0.47	0.36	3.14
0.46	0.35	2.89
0.57	0.41	3.56
0.52	0.43	2.08
1.00	1.00	1.61
0.76	0.57	3.04
0.65	0.46	3.47
0.36	0.20	2.89
1.00	1.00	0.69
0.43	0.27	3.22
0.60	0.37	2.89
0.62	0.42	2.30
0.74	0.64	2.08
0.49	0.41	2.71
0.49	0.33	3.18
0.75	0.62	1.95
0.54	0.39	2.71
0.58	0.44	3.30
0.72	0.55	3.14
0.63	0.44	3.61
0.83	0.64	3.22
0.70	0.51	3.50
0.55	0.33	2.30
0.10	0.10	3.09
0.74	0.53	2.40
0.46	0.33	3.40
0.52	0.38	2.40
0.63	0.42	3.47
0.57	0.41	3.58
0.54	0.42	2.40
0.69	0.51	3.87
0.67	0.47	2.94
0.76	0.60	2.40
0.71	0.56	3.14
0.68	0.54	3.22
0.66	0.47	2.77
0.68	0.51	2.30
0.60	0.42	3.47
0.62	0.49	2.71
0.61	0.46	2.83
0.56	0.37	3.97
0.76	0.55	2.48
0.67	0.44	2.20
0.52	0.36	3.43
0.86	0.71	2.94
0.78	0.58	3.30
0.74	0.56	2.64
0.36	0.21	2.08
0.58	0.42	2.40
0.43	0.33	2.71
0.68	0.47	3.43
-0.31	-0.29	2.08
0.75	0.51	2.83
0.76	0.53	3.22
0.85	0.67	2.77
0.83	0.71	2.08
0.56	0.36	3.14
0.76	0.58	3.30
0.90	0.75	3.00
0.63	0.44	3.30
0.51	0.37	2.89
0.81	0.65	3.26
0.90	0.79	2.08
0.72	0.50	2.20
0.54	0.36	2.64
0.60	0.40	3.00
0.73	0.55	3.37
0.71	0.56	2.56
0.87	0.69	2.64
0.66	0.51	3.00
0.60	0.43	3.33
0.00	-0.05	1.95
0.72	0.55	4.13
0.70	0.51	2.94
0.35	0.23	3.58
0.53	0.39	3.78
0.70	0.50	3.33
0.78	0.67	2.48
0.60	0.39	3.87
0.69	0.57	2.08
0.66	0.44	3.76
0.81	0.70	2.48
0.83	0.73	1.79
0.72	0.53	4.01
0.92	0.78	2.40
0.70	0.60	1.61
0.67	0.47	2.64
0.64	0.44	3.09
0.50	0.34	3.18
0.61	0.40	2.83
0.68	0.54	3.00
0.63	0.51	2.83
0.64	0.45	2.40
0.67	0.47	2.77
0.14	0.07	1.79
0.45	0.31	3.30
0.51	0.37	3.30
0.65	0.39	2.20
0.42	0.33	2.20
0.70	0.52	2.89
0.89	0.75	2.77
0.77	0.60	1.79
0.56	0.29	2.30
0.75	0.57	2.89
0.29	0.18	2.89
0.86	0.71	2.94
0.25	0.15	2.48
0.76	0.52	2.71
0.73	0.61	2.20
0.23	0.17	3.00
0.74	0.52	2.71
0.79	0.61	3.33
0.65	0.46	3.26
0.78	0.65	2.64
0.76	0.60	3.04
0.78	0.62	2.56
0.51	0.36	2.64
0.69	0.53	3.14
0.75	0.62	1.95
0.92	0.82	2.40
0.85	0.64	2.71
0.78	0.61	2.89
0.81	0.64	2.08
0.80	0.57	3.04
0.52	0.37	2.77
0.76	0.58	3.93
0.54	0.36	2.89
0.37	0.31	2.56
0.53	0.37	3.30
0.79	0.64	2.48
0.71	0.57	2.08
0.77	0.60	1.79
0.62	0.41	2.71
0.54	0.39	3.33
0.57	0.39	2.20
0.59	0.41	3.76
0.54	0.38	2.83
0.87	0.70	2.71
0.68	0.52	3.26
0.80	0.58	2.48
0.34	0.25	2.64
0.82	0.64	3.47
0.67	0.51	3.33
0.26	0.17	3.53
0.73	0.53	3.40
0.58	0.39	3.14
0.64	0.48	3.04
0.58	0.43	2.77
0.42	0.27	3.14
0.61	0.45	3.14
0.55	0.33	3.37
0.64	0.46	3.04
0.60	0.43	2.64
0.77	0.58	3.04
0.75	0.57	3.30
0.67	0.48	2.48
0.84	0.65	3.33
0.78	0.63	2.94
0.58	0.41	3.69
0.66	0.49	2.56
0.77	0.57	2.89
0.41	0.30	3.47
0.79	0.62	3.66
0.73	0.55	3.40
0.73	0.54	2.94
0.72	0.51	3.69
0.69	0.47	2.64
0.60	0.37	2.77
0.52	0.36	3.22
0.60	0.40	3.99
0.77	0.62	3.26
0.69	0.47	3.18
0.74	0.58	3.09
0.72	0.55	2.77
0.55	0.35	2.40
0.78	0.59	3.43
0.56	0.44	2.94
0.77	0.62	2.83
0.69	0.52	3.14
0.42	0.27	2.89
0.68	0.52	1.95
0.34	0.24	3.56
0.77	0.59	2.56
0.57	0.39	2.71
0.66	0.51	3.47
0.53	0.36	3.50
0.48	0.33	2.30
0.84	0.67	2.94
0.69	0.50	2.83
0.41	0.28	3.37
0.83	0.73	1.79
0.63	0.46	3.14
0.84	0.69	2.30
0.90	0.80	1.61
0.84	0.64	2.56
0.47	0.34	3.58
0.74	0.56	2.40
0.46	0.33	2.56
0.62	0.43	2.64
0.64	0.44	3.33
0.62	0.39	2.71
0.85	0.73	2.30
0.70	0.57	3.00
0.38	0.24	2.83
0.62	0.49	2.56
0.31	0.25	2.83
0.43	0.27	2.48
0.37	0.33	1.79
0.51	0.37	3.87
0.94	0.87	1.79
0.68	0.47	3.00
0.61	0.41	3.64
0.78	0.60	3.47
0.61	0.45	2.94
0.75	0.57	2.83
0.65	0.49	2.56
0.46	0.34	3.09
0.85	0.65	2.83
0.64	0.45	3.22
0.72	0.51	3.08
0.48	0.35	2.71
0.66	0.46	2.83
0.16	0.10	3.52
0.78	0.61	2.20
0.74	0.53	2.77
0.79	0.62	2.77
0.32	0.26	3.43
0.80	0.61	3.22
0.80	0.62	2.89
0.68	0.47	3.47
0.83	0.65	2.89
0.74	0.54	2.56
0.77	0.58	2.77
0.52	0.40	3.09
0.67	0.44	3.30
0.72	0.55	3.30
0.62	0.46	3.04
0.70	0.61	2.20
0.60	0.36	2.64
0.28	0.21	3.47
0.90	0.78	2.20
0.53	0.37	2.83
0.70	0.53	3.00
0.43	0.26	2.56
0.71	0.52	3.58
0.63	0.42	3.00
0.49	0.33	3.87
0.41	0.27	2.40
0.71	0.60	1.79
0.52	0.41	3.33
0.64	0.41	3.18
0.72	0.52	3.09
0.57	0.45	2.89
0.78	0.56	2.56
0.74	0.54	3.22
0.54	0.40	3.30
-0.03	-0.07	1.79
0.77	0.60	1.79
0.68	0.51	3.22
0.62	0.43	3.95
0.73	0.49	3.22
0.72	0.58	2.64
0.50	0.33	3.30
0.75	0.56	2.30
0.69	0.51	3.00
0.52	0.29	2.08
0.69	0.52	2.71
0.85	0.64	2.30
0.79	0.62	2.56
0.70	0.47	2.71
0.35	0.23	3.00
0.67	0.45	2.48
0.57	0.38	2.83
0.72	0.51	3.00
0.77	0.53	3.28
0.67	0.47	3.71
0.69	0.49	2.56
0.79	0.58	2.48
0.53	0.37	3.50
0.74	0.57	2.89
0.48	0.34	3.50
0.84	0.70	2.48
0.55	0.37	3.33
0.50	0.32	3.76
0.60	0.41	3.22
0.52	0.40	3.26
0.66	0.43	3.26
0.44	0.31	3.09
0.41	0.29	3.50
0.69	0.49	3.40
0.37	0.33	2.48
0.41	0.31	2.56
0.69	0.45	2.48
0.73	0.56	2.83
0.67	0.53	2.40
0.31	0.20	1.79
0.66	0.52	3.00
0.82	0.61	3.50
0.18	0.14	2.64
0.70	0.54	2.56
0.64	0.48	3.43
0.57	0.37	3.26
0.36	0.24	2.71
0.68	0.50	2.20
0.35	0.29	3.04
0.53	0.36	3.22
0.20	0.15	2.83
0.28	0.20	3.43
0.68	0.51	2.83
0.60	0.41	3.30
0.76	0.63	2.64
0.75	0.60	2.30
0.78	0.60	3.37
0.74	0.57	3.26
0.67	0.52	2.71
0.75	0.60	2.64
0.77	0.60	1.79
0.48	0.33	2.20
0.81	0.63	2.83
0.66	0.46	3.09
0.37	0.33	2.20
0.48	0.41	2.56
0.93	0.83	2.20
0.83	0.60	2.83
0.94	0.82	2.48
0.88	0.71	2.83
0.37	0.39	2.20
-1.00	-1.00	0.69
0.73	0.55	3.09
0.33	0.17	2.20
-0.20	-0.18	2.71
0.50	0.33	1.10
0.17	0.07	2.08
0.94	0.82	2.48
0.57	0.43	1.95
0.79	0.59	3.14
1.00	1.00	0.69
0.89	0.73	3.00
0.42	0.28	3.04
0.87	0.73	2.48
0.64	0.50	2.08
0.71	0.49	3.18
0.50	0.33	1.95
0.65	0.42	2.89
0.69	0.49	3.09
0.74	0.64	2.08
0.67	0.51	3.09
0.63	0.45	3.43
0.77	0.62	2.56
0.48	0.31	3.22
0.71	0.48	2.89
0.48	0.37	2.83
0.21	0.15	2.83
0.53	0.36	2.48
0.90	0.80	1.61
0.40	0.30	2.48
0.78	0.58	2.48
0.74	0.56	3.47
1.00	1.00	1.10
0.61	0.44	3.00
0.93	0.79	2.56
0.73	0.50	2.83
0.40	0.27	2.77
0.29	0.24	1.95
0.84	0.66	2.71
-0.60	-0.40	1.61
0.05	-0.05	2.40
0.64	0.48	2.48
1.00	1.00	1.10
0.46	0.25	2.77
0.72	0.50	3.33
-0.11	-0.14	1.95
0.51	0.36	2.89
0.84	0.67	2.48
0.75	0.59	3.00
0.31	0.16	2.40
0.92	0.78	2.30
0.80	0.61	3.04
0.72	0.48	2.48
0.66	0.45	2.64
0.68	0.56	2.30
0.72	0.48	3.37
0.75	0.56	2.94
0.81	0.63	2.83
0.87	0.72	2.20
0.65	0.50	2.71
0.49	0.45	2.64
0.72	0.55	3.30
0.72	0.49	2.71
0.52	0.40	3.00
0.55	0.38	2.30
0.76	0.58	3.00
0.63	0.50	2.20
0.73	0.51	2.56
0.72	0.54	3.14
0.75	0.56	2.20
0.63	0.42	3.22
0.66	0.47	2.64
0.66	0.48	2.48
0.50	0.37	3.22
0.40	0.26	3.14
0.72	0.57	3.00
0.75	0.56	3.09
0.70	0.60	1.61
0.74	0.50	3.37
0.45	0.33	2.48
0.43	0.27	3.37
0.61	0.52	1.95
0.84	0.71	2.64
0.58	0.44	2.56
0.60	0.47	3.09
0.61	0.38	2.40
0.68	0.52	3.30
0.67	0.49	2.64
0.66	0.43	3.04
0.62	0.45	2.89
0.77	0.60	1.79
0.56	0.27	2.40
0.73	0.52	3.76
0.27	0.18	2.71
0.75	0.55	3.43
0.61	0.42	3.40
0.75	0.55	3.40
0.95	0.82	2.30
0.70	0.49	3.09
0.42	0.28	3.43
0.55	0.38	3.37
0.77	0.56	3.37
0.31	0.20	1.79
0.66	0.60	1.79
0.50	0.37	3.18
0.69	0.55	2.48
0.62	0.47	3.04
0.22	0.15	2.94
0.76	0.54	3.04
0.59	0.41	2.89
0.77	0.54	2.64
0.64	0.38	2.56
0.51	0.37	3.69
0.43	0.24	2.40
0.70	0.51	2.30
0.75	0.55	3.18
0.49	0.36	3.18
0.58	0.43	2.71
0.30	0.21	3.18
0.54	0.38	2.40
0.71	0.54	2.64
0.19	0.13	3.09
0.66	0.49	2.89
0.62	0.42	2.30
0.82	0.66	2.83
0.72	0.54	3.22
0.78	0.62	2.83
0.33	0.16	2.64
0.39	0.26	2.83
0.71	0.49	2.71
0.83	0.62	2.83
0.42	0.29	3.14
0.45	0.33	2.20
0.50	0.40	3.22
0.35	0.21	3.14
0.87	0.69	2.56
0.46	0.32	3.95
0.50	0.33	1.10
0.32	0.24	2.40
0.62	0.38	2.30
0.69	0.50	3.43
0.31	0.17	3.61
0.64	0.47	3.50
0.64	0.47	3.00
0.74	0.51	3.14
0.46	0.31	3.33
0.94	0.87	1.79
0.81	0.64	2.71
0.57	0.50	2.08
0.43	0.32	2.77
0.45	0.34	3.22
0.61	0.43	3.40
0.33	0.24	2.89
0.18	0.10	3.43
0.70	0.49	3.30
0.70	0.58	2.64
0.90	0.76	2.89
0.58	0.41	3.00
0.71	0.52	3.09
0.52	0.37	3.22
0.22	0.16	2.71
0.63	0.46	2.89
0.54	0.40	2.89
0.69	0.53	2.77
0.68	0.48	3.00
0.23	0.16	2.83
0.64	0.46	3.14
0.40	0.27	2.48
0.65	0.45	3.30
0.63	0.51	2.56
0.68	0.56	2.89
0.64	0.45	2.48
0.20	0.17	2.20
0.64	0.43	3.64
0.45	0.32	2.83
0.65	0.51	3.00
0.77	0.56	3.64
1.00	1.00	0.69
0.56	0.36	2.56
0.72	0.52	3.00
0.73	0.53	2.83
0.78	0.60	3.43
0.67	0.51	2.83
0.65	0.45	2.48
0.27	0.23	2.56
0.85	0.67	2.77
0.66	0.47	3.14
0.65	0.50	2.20
0.63	0.44	3.30
0.52	0.37	3.26
0.71	0.48	2.77
0.56	0.39	2.71
0.59	0.42	3.14
0.85	0.71	2.64
0.57	0.52	1.95
0.37	0.21	2.48
0.68	0.50	2.20
0.70	0.60	1.61
0.67	0.53	2.40
0.42	0.26	2.94
0.74	0.52	3.33
0.85	0.66	2.94
0.80	0.62	3.37
0.29	0.20	3.91
0.40	0.33	1.39
0.79	0.66	2.71
0.63	0.44	3.18
0.78	0.64	2.30
1.00	1.00	1.39
0.93	0.79	2.71
0.75	0.59	2.56
0.60	0.45	2.89
0.41	0.26	2.56
0.66	0.48	3.43
0.63	0.41	3.30
0.78	0.56	3.69
0.66	0.50	2.94
0.72	0.53	2.77
0.47	0.36	2.56
0.47	0.28	2.83
0.82	0.69	2.30
0.52	0.37	3.00
0.79	0.60	3.14
0.43	0.28	2.77
0.44	0.30	2.77
0.69	0.49	3.00
0.80	0.60	1.61
0.57	0.39	3.53
0.51	0.37	3.43
0.54	0.31	2.40
0.80	0.64	3.37
0.64	0.45	3.04
0.64	0.44	2.89
0.60	0.40	1.61
0.63	0.43	2.83
0.49	0.32	2.94
0.60	0.33	1.79
0.30	0.20	1.61
0.58	0.43	2.94
0.38	0.20	2.30
0.79	0.57	2.94
0.95	0.86	2.08
0.58	0.38	2.56
0.56	0.40	2.83
0.50	0.33	1.10
0.27	0.16	2.30
0.68	0.49	2.40
0.76	0.55	2.77
0.56	0.40	3.81
0.82	0.69	2.56
0.71	0.52	1.95
0.40	0.28	3.56
0.69	0.53	2.77
0.67	0.48	3.37
0.76	0.54	2.83
0.48	0.33	2.71
0.62	0.47	2.71
0.58	0.41	2.83
0.40	0.27	2.40
0.36	0.25	2.77
0.26	0.24	2.71
0.58	0.44	2.83
0.52	0.36	2.08
0.82	0.71	1.95
