Spearman	Kendall	MutualInformation
-1.00	-1.00	1.10
0.13	0.08	3.26
0.54	0.36	2.56
-0.59	-0.39	2.89
0.32	0.24	1.95
0.50	0.33	1.10
-1.00	-1.00	0.69
0.39	0.24	3.26
0.25	0.17	3.30
0.06	0.07	2.77
0.21	0.15	3.26
-0.34	-0.28	2.71
0.53	0.37	3.22
0.49	0.33	2.56
nan	nan	0.00
-0.25	-0.24	1.95
-0.44	-0.31	2.71
-0.60	-0.40	1.61
0.19	0.13	3.22
0.11	0.05	2.89
-0.17	-0.11	3.00
0.10	0.05	2.64
0.40	0.33	1.39
0.18	0.14	3.04
-0.17	-0.15	2.94
-0.24	-0.18	2.48
0.51	0.36	3.18
0.05	0.01	2.64
-0.04	0.01	2.89
-0.50	-0.33	1.10
-0.28	-0.20	2.93
0.09	0.08	2.64
-0.06	-0.09	2.48
0.14	0.06	2.94
-0.50	-0.33	1.95
0.24	0.17	3.30
0.19	0.13	2.40
-0.02	-0.03	2.89
-0.07	-0.14	2.08
0.21	0.15	2.77
-0.03	-0.08	2.77
0.04	0.00	2.83
-0.40	-0.33	1.39
0.48	0.38	3.26
-0.19	-0.11	2.89
0.26	0.20	1.79
-0.53	-0.36	2.64
0.49	0.38	2.77
-0.52	-0.33	2.20
-0.40	-0.28	2.77
0.37	0.25	2.89
0.11	0.07	2.77
0.04	0.05	2.71
0.49	0.36	2.56
0.23	0.13	3.22
-0.43	-0.36	2.08
-0.39	-0.26	3.18
0.30	0.22	3.43
-0.90	-0.80	1.61
-0.22	-0.20	2.30
-0.66	-0.60	1.79
0.03	0.01	3.22
0.06	0.03	2.48
-0.01	0.03	2.48
-0.80	-0.67	1.39
0.14	0.11	2.30
-0.15	-0.06	2.20
-0.22	-0.19	2.89
-0.01	-0.03	3.18
0.13	0.10	3.14
0.50	0.40	1.61
-0.50	-0.38	2.83
0.05	0.02	3.09
-0.27	-0.21	2.56
-0.28	-0.21	3.47
0.24	0.17	3.50
0.27	0.22	2.20
-1.00	-1.00	1.10
-0.80	-0.67	1.39
-0.37	-0.24	3.26
0.56	0.37	2.71
0.09	0.10	2.71
-0.06	-0.03	2.64
0.55	0.40	3.04
0.03	0.01	3.18
-0.11	-0.07	3.18
0.23	0.17	2.20
-0.18	-0.11	2.20
0.17	0.10	3.18
0.71	0.52	1.95
0.37	0.25	3.00
0.38	0.28	3.30
-0.10	-0.08	3.14
-0.27	-0.18	2.56
0.17	0.00	2.20
1.00	1.00	1.39
-0.35	-0.23	3.56
0.14	0.15	2.48
-0.04	-0.04	3.71
0.11	0.05	3.00
0.03	-0.03	2.56
0.83	0.73	1.79
-0.08	-0.07	3.04
1.00	1.00	0.69
-0.80	-0.67	1.39
0.38	0.28	2.56
0.39	0.27	3.22
-0.02	-0.04	3.18
-0.33	-0.24	2.40
0.11	0.08	3.26
0.19	0.14	2.89
0.50	0.33	1.10
-0.03	-0.02	2.77
0.19	0.21	2.08
0.27	0.22	2.20
0.09	0.07	3.40
-0.50	-0.33	1.10
-0.60	-0.47	1.79
-0.08	-0.01	2.71
-0.58	-0.40	2.89
-0.45	-0.31	2.40
0.05	0.02	3.33
0.27	0.20	2.30
1.00	1.00	0.69
0.43	0.31	2.40
-0.24	-0.12	2.64
0.27	0.19	2.64
0.02	0.00	3.43
0.15	0.07	3.18
0.30	0.21	3.56
0.50	0.40	1.61
-0.13	-0.08	3.64
0.20	0.00	1.39
0.80	0.60	1.61
0.37	0.23	3.14
-0.32	-0.29	2.30
-0.40	-0.33	1.39
0.70	0.60	1.61
0.32	0.21	3.04
0.40	0.33	1.39
0.25	0.16	2.89
0.26	0.20	3.09
0.36	0.29	2.08
-0.29	-0.14	2.08
0.43	0.33	2.20
0.17	0.09	3.22
0.30	0.22	2.89
0.38	0.25	2.83
1.00	1.00	1.10
-0.40	-0.31	2.71
0.15	0.07	3.00
-0.08	-0.10	2.71
0.28	0.24	2.94
-0.52	-0.31	2.71
0.15	0.09	3.22
0.50	0.33	1.10
-0.50	-0.33	1.10
0.14	0.08	2.77
0.11	0.14	1.95
-0.19	-0.15	2.83
0.46	0.33	2.56
0.27	0.24	2.71
0.00	0.00	2.20
0.50	0.33	1.10
1.00	1.00	0.69
-0.09	-0.08	2.64
-1.00	-1.00	1.10
0.06	0.03	3.00
-0.04	0.05	1.95
-0.14	-0.07	1.79
0.02	0.03	3.33
0.08	0.02	3.14
0.90	0.80	1.61
0.23	0.18	2.56
0.05	0.08	2.64
0.50	0.33	1.10
0.13	0.10	3.26
-0.60	-0.33	1.39
0.11	0.08	3.04
0.29	0.22	2.89
0.38	0.30	2.71
-0.01	0.01	2.64
-1.00	-1.00	1.10
0.55	0.36	2.48
-1.00	-1.00	0.69
0.27	0.18	2.83
-0.20	-0.09	2.40
0.50	0.33	1.10
0.49	0.35	3.30
0.06	0.05	3.22
0.29	0.21	2.64
-0.24	-0.18	2.77
0.10	0.05	2.71
0.07	0.07	2.77
0.14	0.02	2.30
0.70	0.60	1.61
0.62	0.43	2.64
0.13	0.09	2.40
0.14	0.14	2.08
0.09	0.04	3.00
-0.20	-0.14	3.18
1.00	1.00	0.69
0.30	0.33	2.48
-0.29	-0.21	2.48
-0.05	-0.03	2.64
-0.29	-0.19	3.09
0.13	0.05	2.56
-0.04	0.01	3.00
0.04	0.03	3.14
-0.24	-0.18	2.89
0.05	0.03	3.56
-0.36	-0.29	2.08
1.00	1.00	1.61
0.23	0.14	3.47
0.27	0.19	2.89
-1.00	-1.00	0.69
0.42	0.27	3.22
0.38	0.31	2.89
0.31	0.24	2.30
-0.12	-0.14	2.08
0.04	0.05	2.71
-0.11	-0.09	3.18
0.32	0.14	1.95
-0.33	-0.22	2.71
0.18	0.12	3.30
-0.12	-0.07	3.14
-0.22	-0.12	3.61
0.06	0.04	3.22
0.43	0.31	3.50
-0.25	-0.20	2.30
0.20	0.13	3.09
0.32	0.24	2.40
0.35	0.24	2.40
-0.07	-0.03	3.58
-0.14	-0.09	2.40
0.11	0.08	3.76
0.17	0.17	2.94
-0.40	-0.38	2.40
-0.05	-0.02	3.14
-0.01	0.03	3.22
-0.55	-0.38	2.77
-0.47	-0.42	2.30
0.13	0.08	3.47
-0.03	-0.03	2.71
-0.06	-0.04	2.83
-0.14	-0.10	3.97
-0.50	-0.30	2.48
0.00	0.00	2.20
-0.16	-0.11	3.43
-0.01	-0.03	2.94
-0.21	-0.16	3.30
-0.05	0.01	2.64
-0.69	-0.50	2.08
-0.43	-0.31	2.40
0.08	0.03	2.71
-0.10	-0.07	3.43
-0.31	-0.21	2.08
-0.16	-0.15	2.83
-0.12	-0.08	3.22
0.04	0.00	2.77
0.05	0.00	2.08
0.31	0.22	3.14
-0.03	-0.03	3.00
0.07	0.06	3.30
0.35	0.25	2.89
0.22	0.16	3.26
-0.19	-0.14	2.08
-0.13	-0.17	2.20
0.23	0.14	2.64
0.47	0.30	3.37
0.20	0.10	2.56
-0.15	-0.05	2.64
0.04	0.00	3.00
-0.15	-0.13	3.33
0.39	0.33	1.95
0.41	0.32	2.94
0.04	0.03	3.30
0.02	0.00	1.40
0.07	0.06	3.33
0.06	0.06	2.48
0.10	0.06	3.84
-0.21	-0.14	2.08
0.25	0.15	3.56
0.45	0.33	2.48
-0.83	-0.73	1.79
0.16	0.13	0.09
0.26	0.16	2.40
-0.30	-0.20	1.61
0.49	0.38	2.64
-0.00	-0.02	3.09
-0.18	-0.15	3.18
-0.05	-0.03	2.83
-0.06	-0.04	3.00
0.33	0.25	2.83
0.57	0.42	2.40
0.14	0.12	2.77
0.03	0.07	1.79
-0.07	-0.04	3.30
-0.05	-0.06	2.20
0.20	0.11	2.20
-0.25	-0.14	2.89
0.24	0.17	2.77
0.09	0.07	1.79
0.08	0.11	2.30
0.05	0.05	2.89
0.21	0.15	2.89
-0.22	-0.21	2.48
-0.31	-0.26	2.71
0.02	0.06	2.20
0.32	0.22	3.00
-0.19	-0.16	2.71
0.08	0.08	2.64
-0.10	-0.02	3.33
-0.17	-0.08	2.89
0.06	0.07	3.26
-0.13	-0.10	2.64
-0.37	-0.31	2.56
-0.13	-0.10	2.64
0.03	0.02	3.14
-0.11	-0.14	1.95
-0.05	-0.02	2.40
0.14	0.10	2.71
-0.14	-0.16	2.89
-0.26	-0.29	2.08
-0.29	-0.23	3.04
-0.21	-0.15	2.77
-0.01	0.03	2.89
-0.13	-0.06	2.48
0.36	0.21	2.08
-0.43	-0.33	1.79
-0.38	-0.28	2.71
-0.37	-0.28	2.20
0.08	0.05	3.76
-0.40	-0.26	2.83
0.09	0.07	2.71
-0.26	-0.18	3.26
0.30	0.23	2.64
-0.26	-0.20	3.33
0.34	0.24	3.53
-0.07	-0.01	3.40
-0.15	-0.11	3.14
-0.17	-0.13	3.04
-0.07	-0.03	2.77
-0.42	-0.27	3.14
-0.28	-0.23	3.14
0.37	0.22	3.37
0.08	0.10	3.04
-0.12	-0.10	2.64
0.27	0.17	3.04
0.26	0.16	3.30
0.70	0.58	2.48
0.24	0.15	3.33
0.36	0.24	2.94
0.45	0.31	3.55
0.38	0.23	2.89
-0.28	-0.16	3.47
-0.14	-0.08	3.66
0.26	0.17	3.40
0.39	0.29	2.94
-0.03	-0.02	3.69
-0.05	-0.08	2.64
0.05	0.03	2.77
0.15	0.10	3.99
0.44	0.33	3.26
0.23	0.13	3.18
-0.42	-0.26	3.09
-0.47	-0.32	2.77
0.60	0.38	2.40
0.26	0.19	3.43
0.02	0.06	2.94
0.25	0.16	2.83
-0.11	-0.07	2.89
0.32	0.24	1.95
-0.20	-0.15	3.56
0.22	0.18	2.56
0.26	0.16	2.71
-0.01	0.00	3.47
0.05	-0.00	3.50
-0.28	-0.20	2.30
0.13	0.11	2.94
0.16	0.10	3.37
0.89	0.73	1.79
-0.07	-0.07	3.14
-0.22	-0.11	2.30
-0.10	0.00	1.61
0.16	0.03	2.56
0.21	0.13	2.40
0.23	0.19	2.64
0.07	0.04	3.33
-0.46	-0.28	2.71
0.13	0.11	2.30
-0.06	-0.01	3.00
-0.19	-0.21	2.56
-0.41	-0.27	2.48
0.14	0.07	1.79
0.44	0.33	1.56
0.07	0.05	3.00
0.08	0.06	3.64
0.32	0.23	2.94
-0.13	-0.15	2.83
0.51	0.38	2.56
-0.03	-0.01	3.09
0.07	-0.01	2.83
0.03	0.03	3.22
-0.17	-0.07	2.71
-0.12	-0.04	2.83
-0.58	-0.39	2.20
-0.51	-0.37	2.77
0.03	0.05	2.77
0.37	0.27	3.43
-0.06	-0.03	3.22
-0.31	-0.24	2.89
-0.24	-0.16	2.89
0.08	0.05	2.56
-0.38	-0.25	2.77
0.13	0.12	3.09
0.30	0.21	3.30
0.03	0.04	3.30
-0.04	-0.01	2.64
0.22	0.17	3.47
-0.78	-0.56	2.20
0.28	0.19	3.00
0.35	0.23	2.56
0.39	0.27	3.58
0.01	0.02	3.00
-0.24	-0.15	3.40
-0.68	-0.56	2.40
-0.77	-0.60	1.79
0.17	0.08	3.33
-0.08	-0.09	3.18
-0.02	0.00	3.09
0.03	0.05	2.89
0.09	0.10	2.56
-0.23	-0.15	3.22
-0.27	-0.19	2.64
-0.31	-0.20	1.79
0.03	-0.07	1.79
0.38	0.27	3.22
-0.09	-0.07	3.22
0.18	0.12	2.64
0.31	0.23	3.30
-0.14	-0.16	2.30
0.11	0.08	3.00
-0.38	-0.36	2.08
-0.03	-0.05	2.71
-0.08	-0.02	2.30
-0.34	-0.21	2.56
0.29	0.20	2.71
0.17	0.14	3.00
-0.18	-0.12	2.48
-0.09	-0.06	2.83
-0.22	-0.13	3.00
-0.16	-0.15	3.28
0.09	0.10	2.56
0.36	0.30	2.48
0.13	0.09	3.50
0.17	0.07	2.89
0.09	0.05	3.50
-0.53	-0.45	2.48
0.34	0.25	3.33
0.27	0.18	1.98
0.06	0.07	3.22
0.04	0.04	3.26
-0.08	-0.06	3.09
0.00	-0.03	3.50
0.21	0.13	3.40
0.10	0.06	2.48
0.28	0.18	2.56
0.01	0.00	2.48
-0.08	-0.12	2.83
-0.25	-0.20	2.40
-0.71	-0.47	1.79
-0.19	-0.13	3.00
0.11	0.07	3.50
0.53	0.43	2.64
-0.22	-0.18	2.56
0.15	0.11	3.43
0.02	0.01	3.26
0.36	0.28	2.71
-0.40	-0.22	2.20
-0.00	0.00	3.04
0.11	0.09	3.22
-0.44	-0.35	2.83
-0.13	-0.10	2.83
0.00	0.01	3.30
0.10	0.03	2.64
-0.18	-0.11	2.30
-0.22	-0.18	2.71
0.12	0.05	2.64
-0.71	-0.47	1.79
0.23	0.17	2.20
-0.10	-0.09	3.09
-0.83	-0.61	2.20
0.41	0.28	2.56
0.73	0.56	2.20
0.48	0.35	2.83
0.30	0.24	2.48
0.48	0.38	2.83
0.28	0.17	2.20
1.00	1.00	0.69
0.34	0.25	3.09
-0.60	-0.44	2.20
0.22	0.12	2.71
0.50	0.33	1.10
-0.55	-0.43	2.08
0.09	0.09	2.48
-0.14	-0.14	1.95
-0.06	-0.03	3.14
1.00	1.00	0.69
-0.66	-0.51	3.00
0.13	0.07	3.04
-0.48	-0.29	2.08
-0.16	-0.11	3.18
0.18	0.14	1.95
0.34	0.27	2.89
0.07	0.03	3.09
0.39	0.30	3.09
-0.41	-0.33	2.56
-0.04	-0.03	3.22
-0.23	-0.12	2.89
-0.24	-0.19	2.83
0.37	0.25	2.83
-0.08	-0.12	2.48
0.10	0.00	1.61
0.03	0.00	2.48
0.17	0.15	2.48
-0.06	-0.04	3.47
1.00	1.00	1.10
-0.05	-0.04	3.00
0.34	0.21	2.56
0.15	0.10	2.83
-0.00	-0.02	2.77
0.39	0.24	1.95
0.57	0.43	2.71
-0.30	-0.20	1.61
-0.26	-0.13	2.40
0.19	0.12	2.48
0.50	0.33	1.10
-0.24	-0.17	2.77
-0.14	-0.10	3.33
-0.43	-0.33	1.95
0.08	0.05	2.89
-0.73	-0.52	2.48
-0.22	-0.08	3.00
0.24	0.20	2.40
0.35	0.33	2.30
0.22	0.14	3.04
-0.20	-0.15	2.48
-0.24	-0.16	2.64
-0.61	-0.47	2.30
-0.11	-0.05	2.94
-0.13	-0.12	2.83
-0.03	-0.06	2.20
0.27	0.24	2.71
-0.09	-0.05	2.64
0.49	0.32	3.30
0.39	0.30	2.71
-0.06	-0.04	3.00
0.07	0.07	2.30
0.20	0.12	3.00
-0.10	-0.06	2.20
0.34	0.28	2.56
0.27	0.19	3.14
0.03	0.11	2.20
-0.56	-0.38	3.22
-0.53	-0.41	2.64
0.00	0.00	2.48
0.10	0.05	3.22
-0.01	-0.01	3.14
-0.33	-0.25	3.00
0.47	0.34	3.09
0.60	0.40	1.61
0.19	0.13	3.37
0.11	0.09	2.48
-0.36	-0.33	1.95
-0.28	-0.16	2.64
0.02	0.05	2.56
0.15	0.08	3.09
0.31	0.24	2.40
-0.29	-0.20	3.30
-0.27	-0.21	2.64
0.06	0.03	3.04
-0.05	-0.08	2.89
-0.60	-0.47	1.79
0.04	0.05	2.40
0.06	0.01	3.76
0.04	0.01	2.71
-0.03	-0.04	3.43
-0.11	-0.08	3.40
0.23	0.16	3.40
0.24	0.20	2.30
-0.02	-0.00	3.09
-0.18	-0.13	3.43
0.19	0.13	3.37
0.16	0.13	3.37
-0.14	-0.20	1.79
0.31	0.20	1.79
0.21	0.13	3.18
0.29	0.18	2.48
0.08	0.10	3.04
0.09	0.07	3.04
-0.28	-0.22	2.89
-0.16	-0.10	2.64
-0.12	-0.13	2.56
-0.15	-0.05	2.40
0.52	0.38	2.30
0.26	0.20	3.18
0.17	0.12	2.71
0.04	0.07	3.18
-0.04	-0.01	2.64
0.28	0.19	2.89
0.18	0.16	2.30
0.26	0.19	2.83
-0.09	-0.07	3.22
0.10	0.07	2.83
0.08	0.03	2.64
0.03	0.01	2.83
-0.29	-0.20	2.71
0.12	0.10	2.83
-0.12	-0.09	3.14
0.20	0.16	3.22
0.11	0.07	3.14
0.02	0.00	2.56
-1.00	-1.00	1.10
-0.03	0.05	2.40
0.08	0.11	2.30
0.12	0.08	3.43
0.07	0.05	3.50
-0.19	-0.12	3.14
0.07	0.04	3.33
0.20	0.07	1.79
-0.16	-0.22	2.71
0.33	0.14	2.08
0.41	0.33	2.77
-0.09	-0.04	3.22
-0.14	-0.12	3.40
0.11	0.03	2.89
-0.01	-0.01	3.43
-0.74	-0.54	3.30
-0.22	-0.14	2.64
0.35	0.27	3.00
-0.42	-0.29	3.09
0.24	0.17	3.22
0.14	0.07	2.71
-0.43	-0.33	2.89
-0.18	-0.15	2.89
-0.26	-0.22	2.77
0.08	0.04	3.00
-0.14	-0.10	2.83
-0.25	-0.20	3.14
0.18	0.18	2.48
0.09	0.05	3.30
-0.18	-0.13	2.56
0.29	0.22	2.89
0.48	0.36	2.48
0.18	0.17	2.20
-0.05	-0.05	3.64
0.26	0.21	2.83
0.58	0.41	3.64
1.00	1.00	0.69
-0.55	-0.44	2.56
0.31	0.21	3.00
0.17	0.15	2.83
0.20	0.12	3.43
-0.22	-0.22	2.83
-0.41	-0.27	2.48
-0.41	-0.33	2.56
0.34	0.22	2.77
0.16	0.10	3.14
-0.32	-0.22	2.20
-0.15	-0.09	3.30
0.07	0.03	3.26
-0.26	-0.18	2.77
-0.14	-0.10	2.71
0.31	0.23	3.14
0.52	0.38	2.64
0.61	0.52	1.95
-0.45	-0.30	2.48
-0.33	-0.22	2.20
-0.90	-0.80	1.61
-0.20	-0.13	2.40
-0.35	-0.26	2.94
-0.06	-0.07	3.33
0.58	0.36	2.94
0.29	0.17	3.37
0.06	0.03	3.91
-0.80	-0.67	1.39
-0.20	-0.14	2.71
-0.16	-0.12	3.18
-0.50	-0.33	2.30
-0.20	0.00	1.39
0.13	0.09	2.71
-0.25	-0.18	2.56
-0.32	-0.23	2.56
-0.27	-0.17	3.43
-0.32	-0.25	3.30
0.06	0.05	2.94
0.16	0.10	2.77
0.43	0.28	2.56
0.09	0.10	2.83
0.47	0.38	2.30
-0.25	-0.17	3.00
0.08	0.01	3.14
-0.11	-0.05	2.77
-0.10	-0.07	2.77
-0.03	0.01	3.00
-0.60	-0.40	1.61
0.19	0.14	3.53
0.26	0.17	3.43
-0.23	-0.09	2.40
0.64	0.46	3.37
-0.38	-0.28	2.89
0.80	0.60	1.61
0.21	0.13	2.83
-0.38	-0.23	2.94
-0.43	-0.20	1.79
0.00	0.20	1.61
0.03	-0.03	2.94
-0.02	0.02	2.30
-0.17	-0.11	2.94
0.14	0.07	2.08
-0.40	-0.23	2.56
-0.41	-0.31	2.83
0.50	0.33	1.10
-0.41	-0.29	2.30
-0.54	-0.38	2.40
0.06	0.07	2.77
-0.07	-0.06	3.78
0.35	0.28	2.56
0.14	0.05	1.95
0.15	0.08	2.77
0.12	0.11	3.37
0.41	0.29	2.83
0.19	0.16	2.71
0.25	0.18	2.71
-0.02	0.00	2.83
0.04	-0.02	2.40
-0.37	-0.22	2.77
0.00	-0.01	2.71
-0.44	-0.34	2.83
0.02	0.00	2.08
-0.32	-0.24	1.95
