Spearman	Kendall	MutualInformation
0.60	0.33	1.39
0.80	0.67	1.39
0.37	0.26	2.56
0.43	0.33	3.26
0.43	0.29	2.08
0.83	0.73	1.79
0.31	0.26	2.71
0.52	0.39	2.94
0.82	0.62	1.95
0.67	0.43	2.08
0.84	0.68	2.77
0.54	0.40	3.37
0.84	0.64	3.18
0.68	0.50	3.30
0.51	0.34	2.64
-0.25	-0.24	1.95
-0.03	0.07	1.79
0.69	0.43	2.08
0.61	0.45	2.94
0.86	0.71	1.95
0.63	0.45	2.40
0.80	0.60	1.61
0.00	-0.20	1.61
0.23	0.22	2.20
0.90	0.80	1.61
0.40	0.33	1.39
0.59	0.43	3.00
1.00	1.00	0.69
0.32	0.26	2.71
0.20	0.00	1.39
0.40	0.33	1.39
0.67	0.50	2.08
0.79	0.64	2.40
1.00	1.00	0.69
0.40	0.29	2.08
0.52	0.35	2.40
1.00	1.00	0.69
0.74	0.64	2.08
0.55	0.39	3.14
0.66	0.47	2.94
0.61	0.43	1.95
0.40	0.27	2.64
0.56	0.45	2.77
0.94	0.87	1.79
0.40	0.33	1.39
1.00	1.00	0.69
0.65	0.48	3.64
0.67	0.51	3.43
0.77	0.56	3.00
0.33	0.24	2.71
0.90	0.80	1.61
0.43	0.28	2.20
0.88	0.79	2.08
0.48	0.32	2.94
0.55	0.39	2.48
0.20	0.07	1.79
0.64	0.43	1.95
0.70	0.60	1.61
0.20	0.20	1.61
0.48	0.33	2.20
0.20	0.00	1.39
-1.00	-1.00	1.10
0.79	0.71	1.95
0.54	0.47	1.79
0.87	0.78	2.20
0.72	0.52	3.61
0.67	0.52	2.71
0.67	0.50	2.08
0.58	0.38	3.18
0.57	0.33	1.95
0.56	0.42	2.30
0.85	0.72	2.77
0.40	0.33	1.39
0.63	0.45	2.64
1.00	1.00	1.10
0.74	0.53	3.22
0.42	0.33	2.20
0.74	0.57	2.08
0.40	0.29	2.08
0.51	0.44	2.56
0.60	0.47	1.79
1.00	1.00	1.10
0.38	0.27	2.64
0.04	0.05	1.95
1.00	1.00	1.61
0.09	0.07	1.79
0.10	0.00	1.61
0.65	0.46	2.56
0.50	0.38	2.30
0.19	0.14	2.08
0.67	0.43	2.08
-0.10	0.00	2.20
-0.43	-0.33	1.79
0.50	0.40	1.61
0.48	0.43	2.08
0.84	0.65	2.94
-1.00	-1.00	0.69
-0.09	0.07	1.79
0.62	0.46	3.00
0.54	0.35	3.22
0.70	0.45	2.40
-0.02	0.00	2.20
0.38	0.29	2.08
0.49	0.38	2.40
0.68	0.49	2.56
0.44	0.30	2.48
0.60	0.33	1.39
0.75	0.53	3.64
0.50	0.33	2.77
0.43	0.31	2.71
0.43	0.43	1.95
-0.20	0.00	1.39
0.13	0.11	2.20
0.39	0.27	2.40
0.48	0.35	2.94
0.76	0.56	2.56
0.67	0.50	2.08
0.64	0.42	2.48
0.34	0.27	2.40
-0.12	-0.07	2.08
0.80	0.67	1.39
-0.50	-0.40	1.61
0.20	0.20	1.61
0.56	0.37	2.89
0.60	0.44	2.20
0.69	0.46	2.56
0.69	0.50	2.77
0.62	0.45	3.09
0.26	0.17	2.77
0.50	0.43	2.08
0.20	0.17	2.20
0.77	0.60	1.79
0.80	0.67	1.39
0.59	0.39	3.18
0.51	0.35	2.94
0.90	0.80	1.61
0.21	0.14	2.08
0.75	0.56	2.40
0.55	0.39	2.48
0.38	0.22	2.20
0.89	0.71	1.95
0.79	0.55	2.48
0.20	0.20	1.61
-0.12	-0.07	2.08
0.40	0.33	1.39
0.66	0.44	2.83
0.46	0.33	1.95
0.36	0.26	3.64
0.68	0.52	1.95
0.78	0.67	2.20
0.10	0.00	1.61
0.48	0.36	2.56
0.12	0.07	2.30
0.31	0.33	1.79
0.35	0.22	2.94
0.33	0.22	2.20
0.61	0.49	2.40
0.09	0.07	1.79
-0.20	0.00	1.39
0.60	0.40	1.61
0.62	0.36	2.08
0.73	0.57	3.00
0.45	0.36	2.08
-1.00	-1.00	0.69
1.00	1.00	1.10
0.37	0.07	1.79
0.46	0.31	2.71
1.00	1.00	1.61
0.58	0.37	3.58
0.32	0.17	2.20
0.66	0.47	3.22
0.79	0.60	2.64
0.48	0.33	2.20
0.70	0.49	2.71
0.56	0.37	2.77
0.61	0.45	3.40
0.48	0.30	2.48
0.66	0.50	3.69
0.60	0.49	2.56
0.75	0.52	2.64
0.77	0.53	3.04
0.82	0.67	2.20
0.74	0.57	2.08
-0.10	0.00	1.61
0.33	0.25	3.09
0.85	0.67	2.64
0.58	0.33	2.20
0.61	0.49	2.56
0.77	0.64	2.40
0.64	0.43	2.08
0.70	0.47	3.37
0.36	0.21	2.08
0.79	0.60	2.30
0.92	0.78	2.20
-0.50	-0.33	1.10
0.74	0.64	2.08
0.71	0.54	3.30
0.82	0.64	2.30
0.50	0.33	1.10
0.63	0.50	2.20
0.48	0.38	2.40
0.71	0.51	3.66
0.77	0.58	3.14
0.72	0.51	2.30
0.58	0.42	2.48
0.46	0.33	3.22
0.45	0.31	2.71
0.82	0.61	2.20
0.46	0.35	3.00
0.75	0.54	3.71
0.55	0.33	2.56
-1.00	-1.00	0.69
0.70	0.60	1.61
1.00	1.00	0.69
-0.25	-0.24	1.95
0.50	0.33	1.10
0.71	0.47	1.79
0.38	0.21	2.08
0.46	0.33	1.95
-1.00	-1.00	0.69
0.64	0.57	2.08
0.03	0.09	2.40
0.95	0.89	2.20
0.85	0.67	2.40
-0.40	-0.33	1.39
0.00	0.00	1.39
0.76	0.64	2.48
1.00	1.00	1.10
0.40	0.33	1.39
-1.00	-1.00	0.69
0.40	0.29	3.14
0.37	0.33	1.79
0.60	0.33	1.39
0.60	0.43	3.00
0.64	0.43	2.08
-1.00	-1.00	1.10
-0.10	0.00	1.61
1.00	1.00	1.10
0.31	0.20	1.79
0.72	0.50	2.20
0.79	0.62	1.95
0.54	0.33	1.79
-0.30	-0.20	1.61
0.56	0.45	2.48
0.49	0.38	2.56
0.45	0.36	2.08
0.79	0.64	2.30
0.92	0.78	2.20
0.70	0.60	1.61
1.00	1.00	0.69
0.00	0.00	1.39
0.59	0.42	2.30
0.50	0.40	1.61
0.80	0.67	1.39
0.79	0.71	1.95
1.00	1.00	0.69
0.61	0.44	3.26
-0.50	-0.33	1.10
0.30	0.20	1.61
0.50	0.33	1.10
0.40	0.33	1.39
0.90	0.80	1.61
0.30	0.20	1.61
-0.80	-0.67	1.39
-0.22	-0.15	2.48
0.77	0.56	2.20
0.80	0.60	2.94
0.62	0.51	2.30
0.50	0.33	1.95
0.64	0.49	2.71
0.26	0.20	1.79
0.96	0.90	1.95
0.80	0.67	1.39
0.50	0.33	1.10
0.36	0.31	2.56
-0.80	-0.67	1.39
-0.05	-0.07	2.30
1.00	1.00	1.61
0.77	0.60	2.30
0.49	0.33	1.79
0.49	0.31	3.09
0.64	0.49	2.89
-0.10	-0.07	2.08
0.43	0.32	2.83
0.60	0.33	1.39
0.66	0.45	3.09
0.57	0.43	2.08
0.81	0.61	3.14
0.72	0.54	2.56
0.57	0.41	3.04
-0.06	-0.01	2.71
0.73	0.56	2.30
0.50	0.43	2.08
0.20	0.00	1.39
0.25	0.14	1.95
0.68	0.52	2.48
-1.00	-1.00	0.69
0.33	0.22	2.20
-0.80	-0.67	1.39
0.86	0.73	2.48
0.64	0.48	2.48
0.15	0.07	2.30
0.48	0.38	2.40
0.55	0.36	2.08
0.93	0.81	1.95
1.00	1.00	0.69
0.82	0.64	2.40
0.61	0.42	2.77
0.49	0.33	1.79
0.62	0.42	2.48
1.00	1.00	1.10
0.52	0.43	2.08
0.89	0.73	1.79
0.36	0.23	2.56
0.32	0.24	1.95
0.30	0.20	1.61
0.80	0.67	1.39
0.66	0.47	1.79
0.43	0.33	1.95
0.83	0.65	3.00
0.69	0.50	2.77
0.73	0.58	3.09
0.26	0.20	1.79
0.66	0.49	3.00
-1.00	-1.00	1.39
0.50	0.33	1.10
0.43	0.29	2.08
1.00	1.00	1.39
1.00	1.00	0.69
1.00	1.00	1.10
-0.50	-0.33	1.10
0.60	0.40	1.61
0.77	0.60	1.79
0.90	0.80	1.61
0.25	0.24	1.95
0.62	0.47	2.30
0.45	0.30	2.48
-0.02	0.07	2.08
0.60	0.40	1.61
0.50	0.33	1.10
0.14	0.07	1.79
0.80	0.67	1.39
0.64	0.43	1.95
0.82	0.62	1.95
0.50	0.34	2.83
0.22	0.18	2.56
0.52	0.29	2.08
0.95	0.85	2.40
0.77	0.56	2.20
0.55	0.42	2.89
0.54	0.38	2.94
0.44	0.31	2.83
0.52	0.36	3.43
0.53	0.35	3.78
0.57	0.28	2.20
0.50	0.37	2.89
1.00	1.00	1.39
0.40	0.33	1.39
1.00	1.00	1.39
0.00	0.00	1.39
0.45	0.36	2.08
0.55	0.38	2.77
0.50	0.33	1.10
0.64	0.45	3.09
0.51	0.35	2.94
0.68	0.52	1.95
-0.20	0.00	1.39
0.65	0.39	2.20
-1.00	-1.00	0.69
0.60	0.40	1.61
0.57	0.43	1.95
-1.00	-1.00	0.69
-1.00	-1.00	1.10
-0.40	-0.33	1.39
0.50	0.33	1.10
0.75	0.56	2.40
-1.00	-1.00	0.69
1.00	1.00	0.69
0.53	0.41	2.89
0.45	0.29	2.08
0.50	0.33	1.10
0.50	0.33	1.10
1.00	1.00	0.69
0.84	0.67	2.40
0.54	0.33	2.48
0.40	0.33	1.39
-0.40	-0.33	1.39
-0.20	0.00	1.39
-1.00	-1.00	0.69
1.00	1.00	0.69
0.70	0.60	1.61
0.72	0.56	3.00
0.66	0.47	1.79
0.60	0.49	2.56
0.44	0.31	2.56
1.00	1.00	1.61
0.71	0.50	2.71
-0.10	0.00	1.61
-0.16	-0.16	2.40
0.80	0.67	1.39
0.82	0.61	2.20
0.75	0.51	2.94
0.70	0.60	1.61
0.20	0.20	1.61
1.00	1.00	1.39
-0.18	-0.14	1.95
0.36	0.21	2.08
0.77	0.56	2.20
0.72	0.53	2.40
-0.80	-0.67	1.39
-0.11	0.05	1.95
0.61	0.41	2.56
0.40	0.33	1.39
0.78	0.61	2.48
0.64	0.49	2.71
1.00	1.00	0.69
0.75	0.62	1.95
0.50	0.33	1.10
0.70	0.55	2.48
0.64	0.50	2.83
0.55	0.41	2.71
0.43	0.22	2.94
0.37	0.33	1.79
0.79	0.64	2.08
0.54	0.38	2.40
0.41	0.33	2.30
0.80	0.64	2.71
0.90	0.80	1.61
0.80	0.60	1.61
0.23	0.18	2.77
0.33	0.20	2.71
1.00	1.00	1.10
0.27	0.17	2.94
0.52	0.39	3.09
0.55	0.39	3.58
0.57	0.41	2.71
0.57	0.43	1.95
0.50	0.33	1.10
0.71	0.56	2.30
0.86	0.71	1.95
0.40	0.33	2.48
0.57	0.44	2.89
0.67	0.47	3.09
0.76	0.56	2.30
0.62	0.46	3.09
0.57	0.50	2.08
0.73	0.56	2.20
0.60	0.40	1.61
0.78	0.60	2.40
0.49	0.33	1.79
0.83	0.67	2.20
0.83	0.67	2.48
1.00	1.00	1.10
0.45	0.36	2.08
1.00	1.00	1.79
0.86	0.71	1.95
0.64	0.49	2.71
0.49	0.33	1.79
1.00	1.00	1.10
0.80	0.65	2.83
0.93	0.81	1.95
0.58	0.50	2.20
0.21	0.21	2.08
0.71	0.58	2.48
0.59	0.48	2.48
0.57	0.43	1.95
0.26	0.20	1.79
1.00	1.00	1.10
1.00	1.00	0.69
0.40	0.40	1.61
0.83	0.73	1.79
0.36	0.20	2.30
0.52	0.37	2.77
0.63	0.43	2.71
0.63	0.43	2.64
0.76	0.56	2.30
0.60	0.38	2.30
0.75	0.58	2.71
0.50	0.33	1.10
0.82	0.64	2.30
0.40	0.33	1.39
0.49	0.42	2.30
0.43	0.33	1.95
0.55	0.33	2.20
0.33	0.27	2.40
0.62	0.45	3.43
-0.10	0.00	1.61
0.54	0.41	2.64
0.75	0.56	2.20
0.38	0.29	2.83
0.50	0.37	2.71
1.00	1.00	1.61
0.66	0.39	2.89
0.70	0.53	3.04
0.49	0.24	2.30
0.40	0.28	2.20
0.53	0.37	3.26
0.39	0.20	2.40
0.80	0.60	3.42
0.75	0.61	2.94
0.75	0.54	3.26
0.26	0.15	2.48
0.94	0.87	1.79
0.87	0.78	2.30
0.80	0.67	1.39
1.00	1.00	0.69
0.60	0.39	2.89
0.78	0.59	2.83
-0.20	-0.20	1.79
0.81	0.60	2.30
-1.00	-1.00	1.10
0.79	0.58	2.64
0.48	0.29	2.08
0.80	0.62	2.56
0.89	0.73	1.79
1.00	1.00	1.61
0.78	0.60	3.33
0.58	0.41	3.58
0.40	0.33	1.39
0.56	0.39	2.71
0.69	0.54	2.64
0.63	0.43	3.53
0.63	0.46	3.58
0.88	0.78	2.20
0.90	0.80	1.61
0.92	0.79	2.56
0.68	0.50	3.04
0.69	0.47	2.71
0.64	0.43	2.83
0.79	0.64	2.30
0.72	0.52	2.64
0.82	0.71	1.95
0.70	0.60	1.61
1.00	1.00	1.10
0.70	0.52	3.09
0.07	0.07	2.30
0.72	0.51	2.30
0.85	0.67	2.56
-0.50	-0.33	1.10
0.20	0.11	2.20
0.66	0.46	2.83
1.00	1.00	1.10
1.00	1.00	0.69
0.71	0.44	2.94
0.70	0.53	3.04
0.27	0.16	2.40
0.89	0.71	1.95
0.80	0.67	1.39
0.46	0.24	1.95
0.60	0.36	2.08
-0.30	-0.20	1.61
0.40	0.40	1.61
0.47	0.35	2.40
0.10	0.00	1.61
0.50	0.35	3.64
0.58	0.45	2.64
0.09	0.20	1.79
0.74	0.54	2.89
0.26	0.20	1.79
0.67	0.50	2.08
-0.50	-0.33	1.10
0.45	0.33	2.48
0.56	0.42	2.48
0.83	0.73	1.79
0.66	0.47	3.04
-0.20	0.00	1.39
0.90	0.80	1.61
0.77	0.57	3.14
0.71	0.60	1.79
0.50	0.33	1.10
0.54	0.40	2.89
0.10	0.00	1.61
0.83	0.73	1.79
0.40	0.33	1.39
0.26	0.16	2.30
0.74	0.64	2.08
0.70	0.60	1.61
nan	nan	0.00
0.86	0.71	1.95
0.49	0.33	1.79
0.20	0.00	1.39
0.68	0.52	1.95
0.37	0.29	3.22
0.83	0.73	1.79
0.68	0.52	1.95
1.00	1.00	1.39
0.55	0.38	2.40
0.37	0.33	1.79
0.58	0.39	2.20
-0.33	-0.21	2.08
0.60	0.47	2.77
0.74	0.52	2.94
0.52	0.35	2.77
0.78	0.59	3.09
0.68	0.60	2.30
0.20	0.20	1.61
0.70	0.60	1.61
0.54	0.33	3.00
1.00	1.00	0.69
1.00	1.00	0.69
0.78	0.61	2.20
0.76	0.57	2.08
0.50	0.39	2.20
0.45	0.33	2.20
0.80	0.67	1.39
0.40	0.33	1.39
0.70	0.56	2.30
0.61	0.52	1.95
0.64	0.49	2.64
1.00	1.00	1.39
0.56	0.38	2.64
-0.40	-0.33	1.39
0.60	0.40	1.61
0.49	0.38	2.30
0.65	0.47	3.22
0.55	0.38	2.40
0.67	0.51	2.83
0.30	0.20	1.61
-0.80	-0.67	1.39
1.00	1.00	1.10
-0.07	-0.06	2.48
1.00	1.00	1.10
0.83	0.67	2.20
0.30	0.22	2.20
0.52	0.39	2.20
0.85	0.69	2.30
0.17	0.11	2.20
0.50	0.33	1.10
0.60	0.44	2.56
0.20	0.20	1.61
1.00	1.00	0.69
0.42	0.33	2.20
0.80	0.67	1.39
0.58	0.45	2.94
0.52	0.39	2.20
0.81	0.59	2.83
0.61	0.48	3.14
0.49	0.33	1.79
0.64	0.45	2.77
0.86	0.67	2.48
0.72	0.52	2.94
0.62	0.43	2.08
0.54	0.39	2.48
-0.40	-0.33	1.39
0.59	0.44	2.56
0.28	0.28	2.20
0.76	0.59	3.04
0.65	0.50	2.20
1.00	1.00	0.69
0.58	0.45	3.04
0.58	0.51	2.30
0.54	0.33	1.79
0.51	0.33	2.56
0.55	0.42	2.30
0.60	0.40	1.61
-0.04	-0.05	1.95
0.54	0.33	1.79
0.48	0.33	3.00
0.50	0.20	1.61
0.90	0.80	1.61
0.64	0.50	2.89
0.61	0.44	2.56
0.27	0.17	2.20
0.19	0.14	2.08
0.80	0.67	1.39
0.52	0.39	2.48
0.37	0.29	2.94
0.66	0.47	1.79
0.64	0.50	2.08
0.46	0.43	1.95
0.35	0.24	2.30
0.94	0.87	1.79
0.44	0.30	3.58
0.39	0.30	2.71
0.60	0.45	2.71
0.59	0.41	3.22
0.67	0.50	2.08
0.67	0.51	2.30
0.86	0.71	2.08
0.20	0.15	2.48
0.21	0.15	2.48
1.00	1.00	0.69
0.62	0.47	2.30
0.19	0.10	2.89
0.00	0.00	2.08
-1.00	-1.00	0.69
0.48	0.38	2.64
0.05	0.00	2.08
0.77	0.58	2.71
0.52	0.29	2.08
0.09	0.07	1.79
0.50	0.33	1.10
0.65	0.43	2.71
0.14	0.07	2.08
0.56	0.38	2.30
0.50	0.33	1.95
0.39	0.29	2.83
0.69	0.53	2.40
0.70	0.60	1.61
-0.49	-0.33	1.79
0.60	0.40	1.61
0.57	0.42	2.77
0.49	0.30	2.77
0.64	0.43	2.08
-1.00	-1.00	0.69
-0.40	-0.33	1.39
-0.50	-0.33	1.10
0.58	0.38	2.30
1.00	1.00	0.69
0.86	0.71	1.95
0.40	0.33	1.39
0.69	0.49	2.40
0.14	0.05	1.95
0.31	0.20	1.79
-0.30	-0.20	1.61
0.74	0.54	2.56
0.22	0.16	2.40
0.69	0.48	2.89
0.12	0.07	2.08
0.03	0.07	1.79
0.40	0.40	1.61
0.59	0.43	2.77
0.09	-0.07	1.79
1.00	1.00	0.69
0.80	0.60	1.61
